x,y,z,sx,sy,sz
1419654.49,9410529.86,-135.28,0.6171,0.6108,1.0316
1419615.60,9410559.00,-140.15,0.6455,0.6141,1.0489
1419618.62,9410563.74,-140.09,0.6398,0.6125,1.0483
1419623.95,9410562.63,-140.19,0.6341,0.6051,1.0406
1419648.66,9410555.06,-140.70,0.6106,0.5938,1.0239
1419597.78,9410587.29,-139.30,0.6563,0.6099,1.0575
1419613.29,9410577.20,-139.75,0.6406,0.6032,1.0455
1419609.02,9410589.34,-139.39,0.6413,0.5993,1.0463
1419598.70,9410584.00,-139.43,0.6563,0.6109,1.0573
1419598.51,9410583.95,-139.43,0.6566,0.6112,1.0576
1419640.44,9410539.38,-140.98,0.6275,0.6130,1.0368
1419615.40,9410540.37,-140.72,0.6550,0.6296,1.0560
1419616.83,9410561.16,-140.18,0.6430,0.6115,1.0470
1419718.69,9410567.15,-141.14,0.5472,0.5467,0.9806
1419618.03,9410564.87,-140.02,0.6401,0.6080,1.0450
1419607.36,9410564.88,-140.01,0.6535,0.6169,1.0553
1419609.38,9410585.42,-139.53,0.6422,0.6012,1.0469
1419632.41,9410535.50,-140.98,0.6382,0.6216,1.0439
1419608.09,9410591.64,-139.37,0.6417,0.6001,1.0469
1419626.38,9410573.94,-139.94,0.6263,0.5952,1.0349
1419616.35,9410587.07,-139.52,0.6330,0.5946,1.0401
1419625.70,9410567.86,-140.07,0.6296,0.5999,1.0373
1419641.92,9410534.23,-141.17,0.6287,0.6163,1.0372
1419604.91,9410577.25,-139.67,0.6509,0.6099,1.0531
1419599.09,9410591.15,-139.21,0.6533,0.6067,1.0554
1419622.40,9410584.46,-139.70,0.6269,0.5918,1.0357
1419625.90,9410590.22,-139.67,0.6209,0.5957,1.0344
1419640.33,9410537.56,-141.05,0.6285,0.6144,1.0371
1419598.86,9410577.10,-139.54,0.6586,0.6149,1.0588
1419563.73,9410597.80,-138.69,0.7091,0.6500,1.0957
1419671.56,9410600.50,-139.93,0.5686,0.5487,0.9940
1419615.59,9410579.98,-139.70,0.6366,0.5996,1.0426
1419561.12,9410605.23,-138.17,0.7111,0.6519,1.0973
1419680.51,9410553.53,-141.15,0.5853,0.5789,1.0074
1419650.43,9410537.44,-141.14,0.6182,0.6080,1.0298
1419601.58,9410585.45,-139.39,0.6521,0.6080,1.0544
1419605.77,9410583.16,-139.52,0.6479,0.6064,1.0514
1419632.25,9410562.65,-140.34,0.6245,0.5999,1.0340
1419681.07,9410598.29,-138.96,0.5667,0.5650,0.9945
1419606.33,9410560.00,-139.97,0.6566,0.6210,1.0573
1419677.28,9410600.04,-135.16,0.5679,0.5701,0.9959
1419613.35,9410571.41,-139.90,0.6428,0.6070,1.0470
1419670.19,9410605.82,-139.54,0.5692,0.5574,0.9964
1419624.23,9410584.04,-139.75,0.6253,0.6006,1.0370
1419610.13,9410575.82,-139.73,0.6450,0.6066,1.0486
1419653.04,9410541.04,-141.08,0.6141,0.6029,1.0263
1419585.06,9410561.03,-137.40,0.6822,0.6385,1.0779
1419640.07,9410723.74,-114.54,0.6349,1.0298,1.0271
1419662.03,9410717.11,-130.55,0.5780,0.6142,1.0016
1419662.21,9410515.35,-141.83,0.6244,0.6226,1.0334
1419596.14,9410597.47,-139.02,0.6551,0.6059,1.0569
1419605.95,9410602.99,-135.00,0.6400,0.6120,1.0504
1419658.48,9410541.44,-138.83,0.6085,0.5983,1.0222
1419610.93,9410595.99,-139.33,0.6367,0.5964,1.0436
1419583.37,9410560.34,-139.83,0.6858,0.6397,1.0789
1419657.63,9410538.81,-138.08,0.6120,0.6017,1.0251
1419657.46,9410525.12,-141.54,0.6186,0.6153,1.0304
1419639.03,9410522.23,-141.38,0.6404,0.6299,1.0456
1419654.54,9410523.70,-141.55,0.6227,0.6185,1.0332
1419640.18,9410531.66,-141.21,0.6334,0.6199,1.0401
1419645.50,9410520.71,-141.55,0.6344,0.6272,1.0413
1419660.37,9410521.46,-141.71,0.6191,0.6173,1.0305
1419584.83,9410583.22,-139.24,0.6749,0.6235,1.0713
1419639.45,9410517.59,-141.50,0.6417,0.6342,1.0470
1419646.87,9410521.99,-141.51,0.6328,0.6251,1.0399
1419621.44,9410571.41,-140.19,0.6412,0.6055,1.0451
1419598.35,9410574.52,-139.70,0.6604,0.6171,1.0601
1419650.16,9410519.00,-141.59,0.6302,0.6260,1.0386
1419655.30,9410536.42,-141.28,0.6151,0.6058,1.0269
1419655.71,9410512.08,-141.85,0.6325,0.6299,1.0393
1419654.29,9410534.65,-140.83,0.6417,0.6099,1.0367
1419599.65,9410597.88,-139.09,0.6504,0.6029,1.0535
1419647.20,9410559.81,-140.50,0.6105,0.5909,1.0232
1419658.36,9410542.43,-141.13,0.6146,0.5989,1.0238
1419654.38,9410518.32,-141.51,0.6266,0.6241,1.0361
1419631.31,9410576.52,-140.21,0.6345,0.6005,1.0381
1419613.75,9410555.84,-140.29,0.6492,0.6182,1.0517
1419658.74,9410522.14,-141.66,0.6197,0.6176,1.0312
1419661.42,9410518.34,-141.87,0.6205,0.6199,1.0316
1419677.25,9410715.51,-126.07,0.5635,0.5844,0.9882
1419763.69,9410591.80,-136.56,0.8346,0.5808,0.9783
1419654.17,9410509.55,-141.79,0.7237,0.6342,1.0827
1419754.58,9410557.72,-131.41,1.3608,0.6606,1.0460
1419665.66,9410719.62,-129.15,0.5619,0.5597,0.9969
1419662.01,9410723.93,-127.34,0.5820,0.6431,1.0031
1419700.28,9410756.49,-128.24,0.5799,0.6781,0.9873
1419778.86,9410827.45,-114.49,1.4846,2.1870,1.0186
1419754.32,9410831.65,-132.06,0.5765,0.6930,0.9968
1419763.17,9410793.71,-123.70,0.5320,0.5859,0.9697
1419781.16,9410849.33,-113.03,0.6423,0.8837,0.9976
1419674.82,9410714.30,-130.50,0.6622,0.8901,1.0081
1419767.63,9410790.70,-118.95,0.7710,1.0856,0.9786
1419991.70,9410703.40,-140.95,3.3887,1.6489,1.1514
1419743.06,9410847.73,-120.04,0.7816,1.2306,1.0175
1419623.05,9410544.55,-139.90,0.6445,0.6204,1.0485
1419775.50,9410808.46,-131.18,0.5490,0.6175,0.9758
1419784.24,9410768.17,-124.58,0.9022,1.0480,0.9697
1419818.81,9410629.28,-136.32,1.9495,1.0437,1.0541
1419791.09,9410759.34,-120.09,0.6075,0.6619,0.9513
1419672.02,9410723.35,-125.53,0.5542,0.5509,0.9920
1419786.54,9410766.31,-121.96,0.5208,0.5599,0.9524
1419777.58,9410767.39,-131.94,0.7653,0.8818,0.9692
1419665.57,9410672.88,-118.06,0.5623,0.5596,0.9885
1419711.98,9410559.23,-137.89,1.1746,0.6709,1.0884
1419663.25,9410517.04,-138.07,0.7538,0.6213,1.0711
1419667.15,9410720.31,-127.17,0.5610,0.5876,0.9963
1419707.52,9410565.75,-140.94,0.6002,0.5656,0.9914
1419706.16,9410568.39,-141.83,0.8104,0.6235,1.0290
1419620.72,9410593.54,-139.40,0.6257,0.5908,1.0355
1419797.83,9410647.67,-137.55,4.4572,2.8982,1.5566
1419784.93,9410769.97,-121.99,0.5398,0.6035,0.9547
1419780.62,9411022.42,-98.93,0.8176,1.3714,1.1537
1419606.77,9410602.25,-134.94,0.6406,0.6189,1.0503
1419767.52,9411014.62,-103.51,0.8975,1.8092,1.1521
1419776.67,9410653.66,-134.77,2.4410,1.8399,1.1765
1419736.67,9410862.57,-130.87,1.3887,2.8734,1.1113
1420090.70,9410661.29,-123.32,14.3701,4.4303,1.7553
1420111.90,9410679.32,-121.71,17.7964,5.8440,1.9284
1419650.57,9410713.30,-117.49,0.9204,2.0823,1.0841
1419926.59,9410680.41,-141.87,4.9726,2.5309,1.3522
1419946.85,9410741.38,-139.67,2.8245,1.8517,1.1007
1420086.26,9410705.32,-126.52,10.1155,4.0390,1.5127
1419792.99,9410673.31,-116.79,5.6645,4.4215,1.4298
1419710.56,9410576.35,-139.00,0.8190,0.6334,1.0199
1419709.28,9410846.03,-110.17,0.6267,0.9452,1.0247
1419756.61,9410615.29,-140.13,0.5318,0.5304,0.9559
1419740.80,9410857.47,-116.79,1.0754,2.2114,1.0481
1419824.63,9410808.59,-113.67,2.2795,2.7567,1.0247
1419593.48,9410603.32,-129.73,0.6535,0.6206,1.0596
1419734.20,9410537.48,-135.44,0.9764,0.5896,1.0307
1419675.56,9410732.95,-125.35,0.6739,1.0338,1.0102
1419929.38,9410598.23,-132.79,2.6968,0.8800,1.0798
1420150.10,9411033.00,-124.00,3.4952,3.3637,1.3785
1419849.51,9410881.16,-109.33,1.9258,2.6060,1.0373
1419825.86,9410676.79,-132.89,1.3855,1.0150,0.9830
1419735.58,9410712.44,-123.96,0.8092,0.9683,0.9719
1419658.09,9410539.54,-137.27,0.6080,0.5997,1.0224
1419637.42,9410626.75,-117.17,0.6037,0.6189,1.0148
1419770.59,9410601.01,-134.95,2.2722,1.2141,1.1681
1419612.46,9410599.43,-138.87,0.6421,0.6489,1.0561
1420113.10,9410737.34,-128.36,12.2038,5.3259,1.6700
1419721.34,9410591.95,-139.84,0.6953,0.6246,0.9961
1419658.25,9410611.83,-126.77,0.6043,0.6029,1.0052
1419694.44,9410537.57,-137.44,0.7033,0.5924,1.0232
1419838.54,9411075.01,-103.86,0.9644,1.6425,1.2081
1419910.46,9410613.17,-131.94,2.6028,0.9800,1.0657
1419611.99,9410630.26,-107.26,0.6429,0.8477,1.0439
1419679.14,9410665.63,-109.25,0.6627,0.7927,0.9843
1419607.00,9410617.60,-121.10,0.6306,0.6133,1.0424
1419682.67,9410602.81,-125.72,0.6297,0.6043,0.9932
1419759.74,9410573.33,-131.45,1.3530,0.6999,1.0332
1419651.51,9410721.64,-127.57,0.5750,0.5648,1.0078
1419651.54,9410574.68,-139.03,1.0227,0.9530,1.2261
1419749.79,9410551.80,-130.76,2.5923,0.8972,1.2671
1419756.65,9410576.42,-137.01,1.9625,0.9193,1.1578
1419674.35,9410611.07,-121.33,0.6095,0.6016,0.9927
1420021.69,9410629.62,-129.71,3.8752,1.2297,1.1578
1419802.15,9411021.23,-101.53,1.1155,2.2755,1.1524
1419780.97,9410850.08,-111.56,0.9259,1.5029,1.0060
1419616.51,9410547.07,-140.48,0.6502,0.6233,1.0526
1419608.06,9410588.62,-139.44,0.6428,0.6006,1.0475
1419601.35,9410535.06,-93.53,0.6610,0.6345,1.0632
1419616.88,9410550.15,-140.13,0.6484,0.6244,1.0545
1419635.15,9410574.43,-140.02,0.6179,0.6007,1.0328
1419632.45,9410558.72,-140.36,0.6265,0.6074,1.0376
1419657.75,9410560.60,-135.75,0.6038,0.5927,1.0205
1419626.62,9410564.86,-140.16,0.6301,0.6016,1.0378
1419652.64,9410516.89,-141.70,0.6296,0.6267,1.0381
1419689.45,9410975.86,-100.41,0.7169,1.1682,1.1460
1419660.63,9410517.24,-141.78,0.6227,0.6217,1.0333
1419686.29,9410975.04,-105.61,0.7282,1.3014,1.1489
1419637.52,9410721.28,-124.39,0.5892,0.5787,1.0191
1419765.74,9410595.80,-141.41,0.6075,0.5394,0.9619
1419595.31,9410603.33,-135.58,0.6530,0.6060,1.0565
1419756.78,9410759.65,-131.96,0.8612,1.2176,0.9865
1419611.76,9410596.00,-139.27,0.6356,0.5942,1.0424
1419775.54,9410856.37,-108.01,0.8567,1.4785,1.0069
1419638.81,9410795.86,-116.76,0.6135,0.7897,1.0468
1419708.78,9410847.28,-109.67,0.6434,1.1037,1.0262
1419632.26,9410730.24,-114.86,0.5940,0.6079,1.0247
1419686.85,9410823.95,-109.01,0.6324,1.0659,1.0252
1419773.22,9410704.71,-114.31,0.6746,0.7211,0.9427
1419676.23,9410961.84,-110.80,0.7201,1.2739,1.1435
1419615.17,9410565.52,-140.01,0.6431,0.6100,1.0472
1419667.08,9410825.17,-106.42,0.6001,0.7866,1.0374
1419725.00,9410594.93,-140.77,0.5514,0.5385,0.9698
1419750.68,9410846.35,-125.55,0.8471,1.6985,1.0293
1419624.38,9410569.66,-139.99,0.6304,0.5996,1.0379
1419656.87,9410513.50,-141.69,0.6266,0.6276,1.0369
1419650.56,9410521.88,-141.52,0.6273,0.6227,1.0367
1419634.32,9410518.72,-141.39,0.6460,0.6365,1.0506
1419629.34,9410542.97,-140.77,0.6381,0.6174,1.0439
1419637.95,9410517.14,-141.44,0.6431,0.6356,1.0482
1419627.50,9410527.95,-141.22,0.6480,0.6322,1.0513
1419628.74,9410532.69,-141.03,0.6438,0.6268,1.0484
1419594.78,9410592.48,-139.06,0.6587,0.6106,1.0599
1419641.66,9410545.20,-140.86,0.6231,0.6071,1.0333
1419637.66,9410516.74,-141.46,0.6437,0.6363,1.0487
1419613.76,9410555.62,-140.26,0.6493,0.6182,1.0517
1419602.16,9410592.79,-139.21,0.6491,0.6047,1.0529
1419621.22,9410529.86,-141.01,0.6539,0.6348,1.0554
1419646.45,9410520.20,-141.50,0.6325,0.6271,1.0408
1419653.50,9410529.84,-141.41,0.6197,0.6132,1.0313
1419621.64,9410569.28,-140.13,0.6338,0.6020,1.0403
1419617.80,9410575.65,-139.88,0.6360,0.6008,1.0421
1419658.79,9410521.09,-141.63,0.6199,0.6186,1.0315
1419650.28,9410535.51,-141.18,0.6195,0.6099,1.0311
1419738.20,9410868.41,-110.43,0.9739,1.9981,1.0391
1419623.40,9410590.69,-139.62,0.6233,0.5872,1.0331
1419669.47,9410524.47,-132.49,0.6035,0.6056,1.0207
1419621.68,9410562.10,-140.18,0.6369,0.6071,1.0426
1419618.29,9410581.69,-139.71,0.6327,0.5964,1.0398
1419619.81,9410516.40,-141.22,0.6635,0.6490,1.0636
1419601.00,9410593.92,-139.18,0.6501,0.6075,1.0539
1419597.42,9410523.99,-140.89,0.6858,0.6584,1.0794
1419558.64,9410564.34,-139.45,0.7189,0.6610,1.1072
1419579.91,9410591.67,-138.96,0.6791,0.6289,1.0777
1419582.91,9410540.38,-140.27,0.6955,0.6555,1.0861
1419581.23,9410560.64,-139.77,0.6885,0.6412,1.0809
1419574.01,9410607.96,-138.55,0.6822,0.6218,1.0783
1419583.18,9410601.55,-138.83,0.6713,0.6158,1.0695
1419644.08,9410529.42,-141.20,0.6292,0.6194,1.0377
1419590.89,9410556.49,-140.00,0.6775,0.6359,1.0726
1419636.89,9410566.14,-140.36,0.6254,0.5975,1.0357
1419574.68,9410539.55,-140.18,0.7069,0.6633,1.0948
1419588.12,9410590.70,-139.09,0.6680,0.6184,1.0671
1419615.18,9410592.60,-139.36,0.6330,0.5931,1.0403
1419592.15,9410578.66,-139.46,0.6668,0.6201,1.0652
1419592.45,9410565.90,-139.74,0.6714,0.6278,1.0681
1419626.31,9410565.43,-140.14,0.6387,0.6077,1.0455
1419579.18,9410590.07,-139.07,0.6802,0.6246,1.0756
1419560.29,9410567.05,-139.41,0.7264,0.6964,1.1626
1419572.70,9410579.90,-139.20,0.6932,0.6515,1.0978
1419567.19,9410589.98,-138.78,0.6974,0.6445,1.0937
1419648.80,9410565.97,-140.34,0.6064,0.5858,1.0207
1419658.71,9410561.78,-136.01,1.0146,0.7007,1.2177
1419564.06,9410578.17,-139.17,0.7053,0.6453,1.0944
1419556.55,9410554.66,-139.67,0.7361,0.6821,1.1530
1419657.43,9410554.07,-135.80,1.1149,0.6902,1.2841
1419603.30,9410537.79,-140.58,0.6709,0.6411,1.0677
1419600.72,9410596.63,-139.00,0.6495,0.6029,1.0529
1419565.51,9410545.83,-139.79,0.7166,0.6664,1.1030
1419565.99,9410576.00,-139.27,0.7034,0.6455,1.0935
1419579.55,9410598.38,-138.87,0.6773,0.6225,1.0745
1419642.22,9410527.99,-141.22,0.6320,0.6220,1.0397
1419605.94,9410514.26,-138.27,0.7055,0.6677,1.1907
1419596.21,9410603.45,-134.62,0.6627,0.9075,1.1813
1419606.73,9410602.22,-135.08,0.6384,0.5967,1.0461
1419658.68,9410539.07,-141.16,0.6114,0.6015,1.0243
1419589.88,9410562.43,-139.75,0.6762,0.6325,1.0717
1419636.74,9410569.88,-140.42,0.6329,0.6037,1.0421
1419581.45,9410532.22,-140.45,0.7016,0.6638,1.0907
1419656.03,9410562.68,-137.27,0.6145,0.5858,1.0222
1419610.92,9410523.56,-140.96,0.6694,0.6483,1.0670
1419631.36,9410578.42,-138.57,0.6523,0.6305,1.0663
1419580.92,9410607.46,-138.30,0.6729,0.7077,1.1060
1419599.64,9410599.44,-137.53,0.6605,0.7856,1.1408
1419637.97,9410542.62,-140.89,0.6284,0.6114,1.0366
1419633.43,9410536.26,-139.50,0.6405,0.6198,1.0470
1419601.56,9410517.43,-140.73,0.6846,0.6614,1.0818
1419616.98,9410544.20,-140.63,0.6511,0.6251,1.0531
1419612.30,9410597.33,-128.00,0.6317,0.6020,1.0434
1419628.88,9410561.05,-140.34,0.6338,0.6054,1.0428
1419658.80,9410540.77,-138.79,0.6236,0.5992,1.0289
1419632.77,9410577.31,-138.38,0.6851,0.6634,1.0981
1419727.75,9410578.23,-141.32,0.5364,0.5348,0.9718
1419597.74,9410549.83,-140.21,0.6718,0.6355,1.0683
1419632.43,9410562.18,-140.37,0.6260,0.6003,1.0354
1419634.60,9410575.09,-140.25,0.6166,0.5888,1.0280
1419624.92,9410518.00,-141.42,0.6580,0.6441,1.0628
1419604.99,9410524.29,-140.86,0.6761,0.6521,1.0723
1419618.06,9410520.01,-141.14,0.6632,0.6465,1.0625
1419608.17,9410587.64,-139.47,0.6430,0.6013,1.0476
1419596.49,9410520.31,-140.77,0.6888,0.6625,1.0814
1419653.31,9410543.59,-141.07,0.6119,0.6003,1.0248
1419620.17,9410538.74,-140.76,0.6503,0.6274,1.0526
1419644.46,9410549.28,-140.78,0.6193,0.6015,1.0298
1419655.38,9410542.25,-141.05,0.6117,0.6006,1.0245
1419636.65,9410596.54,-139.57,0.7455,0.7973,1.1201
1419649.54,9410552.60,-140.80,0.6125,0.5955,1.0247
1419632.43,9410517.55,-141.34,0.6488,0.6389,1.0523
1419616.12,9410524.54,-141.02,0.6628,0.6435,1.0621
1419622.08,9410595.51,-139.57,0.6234,0.5876,1.0340
1419648.63,9410567.17,-140.42,0.6049,0.5845,1.0195
1419649.18,9410528.97,-141.30,0.6243,0.6166,1.0343
1419629.57,9410578.42,-140.11,0.6208,0.5900,1.0310
1419615.57,9410547.09,-140.45,0.6515,0.6245,1.0542
1419632.11,9410544.57,-140.82,0.6338,0.6139,1.0407
1419635.19,9410533.77,-141.04,0.6363,0.6213,1.0427
1419623.44,9410540.13,-140.81,0.6457,0.6238,1.0492
1419654.42,9410540.57,-141.20,0.6129,0.6027,1.0258
1419633.86,9410518.29,-141.44,0.6521,0.6376,1.0560
1419612.77,9410540.17,-140.70,0.6582,0.6318,1.0583
1419651.95,9410527.46,-141.38,0.6225,0.6163,1.0330
1419592.10,9410527.98,-140.65,0.6902,0.6589,1.0823
1419650.68,9410525.41,-141.41,0.6251,0.6191,1.0350
1419596.88,9410584.93,-139.35,0.6583,0.6123,1.0589
1419587.85,9410570.72,-139.66,0.6759,0.6355,1.0769
1419648.24,9410556.03,-140.68,0.6107,0.5936,1.0240
1419649.50,9410568.72,-138.27,0.6036,0.5832,1.0190
1419628.86,9410510.64,-141.60,0.6580,0.6486,1.0626
1419630.38,9410544.53,-140.75,0.6356,0.6151,1.0419
1419640.09,9410561.40,-140.46,0.6165,0.5944,1.0278
1419601.81,9410594.86,-139.18,0.6486,0.6090,1.0537
1419643.48,9410566.25,-140.37,0.6107,0.5886,1.0237
1419621.74,9410517.57,-141.29,0.6605,0.6463,1.0607
1419628.43,9410507.10,-141.62,0.6598,0.6528,1.0612
1419634.06,9410575.68,-140.20,0.6169,0.5895,1.0286
1419635.80,9410566.60,-140.27,0.6187,0.5935,1.0295
1419649.13,9410568.39,-140.39,0.6038,0.5832,1.0187
1419616.90,9410595.75,-139.41,0.6294,0.5899,1.0379
1419622.85,9410544.57,-140.81,0.6442,0.6209,1.0490
1419615.85,9410528.20,-141.02,0.6610,0.6403,1.0608
1419620.17,9410597.15,-139.51,0.6260,0.5984,1.0388
1419579.75,9410582.12,-139.17,0.6824,0.6291,1.0770
1419655.23,9410513.12,-141.89,0.6300,0.6291,1.0385
1419629.90,9410509.69,-141.54,0.6594,0.6489,1.0617
1419645.78,9410549.52,-140.82,0.6179,0.6003,1.0285
1419660.32,9410539.32,-137.45,0.6588,0.6086,1.0428
1419621.82,9410563.87,-139.99,0.6359,0.6064,1.0424
1419631.84,9410557.23,-140.44,0.6275,0.6040,1.0361
1419574.84,9410528.58,-140.41,0.7123,0.6727,1.0989
1419610.97,9410591.72,-139.40,0.6380,0.5972,1.0441
1419644.96,9410516.85,-141.56,0.6361,0.6315,1.0435
1419646.22,9410520.00,-141.50,0.6328,0.6274,1.0409
1419639.65,9410534.48,-141.14,0.6310,0.6176,1.0388
1419751.49,9410551.34,-224.64,0.6165,0.6054,1.0169
1419658.20,9410521.18,-141.62,0.6205,0.6190,1.0325
1419646.78,9410531.01,-141.27,0.6256,0.6161,1.0350
1419661.80,9410538.06,-134.76,0.6109,0.5999,1.0261
1419653.71,9410522.17,-141.57,0.6240,0.6205,1.0344
1419613.55,9410564.35,-140.04,0.6457,0.6129,1.0497
1419584.43,9410610.41,-135.43,0.6874,0.8879,1.1392
1419656.26,9410525.44,-141.57,0.6200,0.6158,1.0313
1419684.57,9410579.51,-133.75,0.5887,0.5746,1.0001
1419582.37,9410610.39,-133.92,0.6711,0.6519,1.0767
1419634.42,9410513.50,-137.23,0.6478,0.6403,1.0550
1419658.56,9410541.45,-138.89,0.6076,0.5984,1.0221
1419657.08,9410569.54,-140.28,0.5962,0.5794,1.0143
1419651.24,9410555.06,-138.56,0.6795,0.6822,1.1360
1419620.73,9410599.30,-139.62,0.6250,0.6677,1.0564
1419639.21,9410561.08,-140.45,0.6176,0.5952,1.0286
1419654.17,9410531.77,-137.57,0.6190,0.6101,1.0325
1419588.45,9410566.20,-137.50,0.6805,0.6522,1.0884
1419605.52,9410599.94,-134.38,0.6402,0.6332,1.0566
1419655.70,9410537.52,-141.22,0.6131,0.6045,1.0260
1419578.84,9410608.37,-131.29,0.6775,0.6647,1.0817
1419645.35,9410531.42,-141.28,0.6271,0.6170,1.0368
1419671.47,9410552.86,-131.79,0.6191,0.5948,1.0253
1419579.78,9410561.60,-139.56,0.6903,0.6431,1.0836
1419584.77,9410563.11,-136.32,0.7326,0.8318,1.2541
1419659.37,9410546.59,-138.01,0.6584,0.6236,1.0766
1419633.05,9410574.60,-140.18,0.6203,0.6085,1.0381
1419582.39,9410611.80,-133.57,0.6802,0.7675,1.1029
1419637.32,9410598.99,-134.52,0.6102,0.6587,1.0435
1419649.37,9410508.63,-141.82,0.6370,0.6374,1.0445
1419641.98,9410516.35,-141.52,0.6394,0.6338,1.0456
1419617.02,9410543.48,-140.66,0.6514,0.6256,1.0533
1419640.03,9410526.72,-141.30,0.6351,0.6247,1.0421
1419589.01,9410589.76,-139.13,0.6671,0.6170,1.0658
1419578.13,9410582.00,-139.20,0.6846,0.6313,1.0791
1419621.93,9410530.83,-141.02,0.6525,0.6334,1.0545
1419642.90,9410565.32,-140.36,0.6116,0.5894,1.0243
1419742.47,9410607.62,-95.71,0.4995,0.4981,0.9492
1419652.27,9410528.53,-141.29,0.6216,0.6150,1.0323
1419609.31,9410601.34,-136.49,0.6362,0.6025,1.0456
1419730.97,9410621.33,-132.56,0.5487,0.5889,0.9640
1419633.27,9410561.23,-140.32,0.6240,0.6008,1.0347
1419593.23,9410599.84,-138.91,0.6583,0.6078,1.0595
1419761.97,9410613.34,-138.40,0.5629,0.5678,0.9583
1419669.23,9410617.10,-121.24,0.6750,1.7965,1.1324
1419591.53,9410521.59,-140.76,0.6943,0.6653,1.0855
1419628.73,9410590.88,-129.98,0.6130,0.6136,1.0308
1419612.67,9410545.35,-140.56,0.6556,0.6274,1.0564
1419667.29,9410589.00,-140.20,0.5771,0.5588,0.9999
1419636.29,9410572.82,-138.04,0.6201,1.1239,1.2185
1419638.18,9410558.79,-140.51,0.6199,0.5993,1.0318
1419680.60,9410663.16,-110.99,0.6813,1.9241,1.0309
1419621.78,9410594.67,-132.52,0.6206,0.6035,1.0374
1419604.55,9410524.72,-140.73,0.6766,0.6523,1.0753
1419687.57,9410579.74,-131.70,0.6029,0.7102,1.0199
1419683.15,9410604.16,-127.28,0.5995,0.9139,1.0301
1419653.63,9410527.82,-141.43,0.6207,0.6149,1.0317
1419698.24,9410574.95,-140.01,0.6256,0.7292,1.0417
1419796.93,9410649.38,-138.46,0.5977,0.6208,0.9513
1419619.67,9410594.69,-126.68,0.6262,0.6645,1.0423
1419649.67,9410567.72,-140.44,0.6038,0.5844,1.0191
1419640.16,9410543.77,-140.89,0.6253,0.6089,1.0345
1419679.42,9410527.93,-131.66,0.6292,0.6379,1.0540
1419575.85,9410563.66,-136.72,0.6988,0.6519,1.0921
1419660.80,9410573.97,-137.14,0.6124,0.6324,1.0430
1419580.68,9410563.33,-135.61,0.6871,0.6403,1.0813
1419596.51,9410603.89,-134.36,0.6527,0.6350,1.0626
1419669.47,9410553.80,-131.90,0.5940,0.5847,1.0139
1419653.13,9410575.30,-133.99,0.5962,0.5855,1.0178
1419584.52,9410563.40,-137.33,0.6860,0.6461,1.0849
1419670.55,9410581.35,-137.89,0.5780,0.5633,1.0007
1419565.89,9410605.94,-137.58,0.7050,0.6680,1.0971
1419654.41,9410528.05,-141.53,0.6199,0.6144,1.0313
1419654.48,9410528.21,-141.42,0.6201,0.6144,1.0320
1419685.36,9410580.78,-133.92,0.5822,0.5764,0.9997
1419600.82,9410593.18,-139.44,0.6514,0.6140,1.0558
1419702.00,9410608.32,-131.98,0.5791,0.6994,0.9932
1419587.29,9410569.77,-138.59,0.6907,0.6580,1.0921
1419715.41,9410557.21,-136.20,0.6021,0.6056,1.0038
1419672.45,9410585.99,-140.33,0.5747,0.5616,0.9993
1419644.57,9410574.09,-137.09,0.6089,1.1380,1.2089
1419652.71,9410572.34,-135.40,0.6387,0.6808,1.0571
1419650.89,9410553.81,-140.79,0.6103,0.5957,1.0243
1419634.07,9410717.98,-122.69,0.5921,0.7079,1.0238
1419707.78,9410615.24,-125.59,1.4219,2.5742,1.3284
1419656.94,9410538.09,-141.44,0.6122,0.6045,1.0287
1419658.72,9410561.70,-135.80,0.5955,0.5947,1.0176
1419594.70,9410609.23,-127.50,0.6562,0.6493,1.0585
1419630.52,9410548.09,-140.61,0.6343,0.6260,1.0525
1419630.90,9410577.22,-138.78,0.6214,0.8517,1.1848
1419659.03,9410546.46,-139.01,0.6047,0.5954,1.0225
1419677.42,9410515.53,-89.45,0.5905,0.6020,1.0145
1419649.62,9410557.50,-138.94,0.6286,0.7323,1.1722
1419671.35,9410586.14,-140.25,0.5819,0.5889,1.0080
1419655.41,9410537.07,-141.24,0.6136,0.6053,1.0266
1419723.55,9410582.04,-136.56,0.6056,0.6243,0.9902
1419654.17,9410534.58,-141.18,0.6161,0.6081,1.0283
1419624.42,9410549.80,-131.42,0.6357,0.6219,1.0542
1419672.66,9410713.23,-128.74,0.5528,0.5416,0.9898
1419657.77,9410539.84,-141.08,0.6148,0.6015,1.0249
1419658.07,9410513.45,-141.84,0.6278,0.6271,1.0366
1419642.94,9410521.27,-141.33,0.6383,0.6284,1.0437
1419705.83,9410568.23,-140.41,0.5759,0.5533,0.9865
1419608.63,9410539.63,-140.56,0.6635,0.6354,1.0622
1419660.98,9410515.77,-141.36,0.6388,0.6229,1.0381
1419670.21,9410719.48,-130.00,0.5713,0.6420,0.9976
1419672.37,9410713.71,-128.35,0.5533,0.5450,0.9901
1419772.00,9410771.15,-115.57,0.6486,0.7480,0.9592
1419755.76,9410830.21,-130.31,0.6959,1.0583,1.0059
1419656.55,9410536.76,-141.19,0.6208,0.6055,1.0284
1419663.94,9410603.85,-126.36,0.6070,0.5963,1.0026
