x,y,z,sx,sy,sz
1420075.43,9410885.16,-133.53,0.7815,0.8141,1.1626
1420051.89,9410897.24,-135.50,0.7613,0.7685,1.1424
1420027.65,9410939.25,-131.58,0.8363,0.8788,1.1813
1420055.34,9411007.93,-136.45,0.8561,0.8935,1.2288
1420003.11,9410647.22,-127.24,1.6363,6.0686,1.3502
1420090.63,9410938.63,-134.77,0.8375,0.8365,1.2083
1420030.16,9410945.28,-136.62,0.7781,0.7984,1.1578
1419982.07,9410839.11,-131.78,1.2541,1.8399,1.1610
1420053.39,9410812.98,-132.09,0.7617,1.4933,1.1619
1420093.80,9410946.31,-134.72,0.8477,0.8693,1.2287
1420020.01,9410934.03,-130.18,0.8233,0.8703,1.1591
1419943.72,9410811.84,-134.02,1.1030,1.3804,1.1423
1420094.05,9410944.74,-134.16,0.8474,0.8973,1.2349
1420094.08,9410936.83,-133.35,0.8402,0.8507,1.2140
1420047.10,9410924.88,-133.49,0.8252,0.9509,1.1899
1420046.39,9410807.60,-133.08,0.8151,1.8460,1.1869
1420068.64,9411002.65,-135.92,0.8667,0.8966,1.2378
1420060.31,9411017.75,-136.33,0.8808,0.9139,1.2536
1420109.97,9410821.50,-121.67,0.7889,1.0674,1.1790
1420047.64,9411023.08,-136.84,0.8621,0.9104,1.2359
1420050.01,9411024.99,-136.64,0.8666,0.9148,1.2397
1420052.04,9411026.11,-136.66,0.8707,0.9179,1.2433
1420067.80,9411005.66,-136.06,0.9011,0.9267,1.2901
1420031.58,9411011.68,-137.03,0.8375,0.8839,1.2139
1420044.20,9411019.23,-136.92,0.8540,0.9025,1.2287
1419994.83,9410979.97,-136.13,0.7826,0.8196,1.1587
1420051.27,9411021.01,-136.69,0.8653,0.9100,1.2380
1420039.77,9411016.90,-136.90,0.8471,0.8962,1.2229
1420035.60,9411016.09,-137.14,0.8422,0.8925,1.2188
1420034.38,9411015.57,-137.15,0.8409,0.8910,1.2176
1420041.20,9411014.62,-136.93,0.8469,0.8938,1.2223
1420036.10,9411013.32,-137.06,0.8414,0.8889,1.2176
1420040.74,9411012.73,-136.94,0.8443,0.8907,1.2199
1420050.62,9411024.25,-136.79,0.8689,0.9143,1.2416
1420043.36,9411017.76,-136.96,0.8523,0.8999,1.2271
1420054.78,9411025.66,-136.66,0.8733,0.9189,1.2454
1420047.45,9411020.79,-136.76,0.8591,0.9068,1.2330
1420051.37,9411023.75,-136.71,0.8661,0.9137,1.2390
1420058.10,9411022.32,-136.51,0.8743,0.9164,1.2459
1420042.61,9411017.41,-136.97,0.8540,0.8992,1.2286
1420019.29,9410998.96,-137.54,0.8139,0.8583,1.1923
1420036.45,9411006.64,-136.98,0.8335,0.8791,1.2104
1420037.98,9411009.72,-136.94,0.8391,0.8847,1.2152
1420023.44,9411002.73,-137.32,0.8186,0.8657,1.1976
1420033.78,9411012.95,-137.16,0.8391,0.8870,1.2156
1420043.98,9411021.79,-136.96,0.8567,0.9062,1.2313
1420034.01,9411007.57,-137.10,0.8326,0.8791,1.2098
1420042.00,9411009.48,-136.83,0.8423,0.8867,1.2178
1420073.14,9411001.26,-135.77,0.8772,0.9072,1.2548
1420011.41,9411001.11,-137.71,0.8093,0.8569,1.1884
1420012.42,9410999.03,-137.61,0.8041,0.8538,1.1857
1420025.02,9411003.90,-137.28,0.8246,0.8688,1.2018
1420022.40,9411005.82,-137.46,0.8202,0.8696,1.1995
1420027.40,9411008.51,-137.32,0.8284,0.8765,1.2063
1419989.13,9410985.46,-138.40,0.7874,0.8243,1.1615
1419980.99,9410968.83,-137.00,1.1386,0.9284,1.2241
1420011.33,9410968.90,-137.35,0.7730,0.8098,1.1574
1420040.55,9410985.72,-136.73,0.8206,0.8532,1.1969
1420047.33,9411014.41,-136.75,0.8536,0.8976,1.2277
1420004.99,9410993.09,-137.72,0.7946,0.8416,1.1758
1420004.20,9410989.47,-137.71,0.7926,0.8364,1.1726
1419964.96,9410968.02,-138.65,0.7584,0.7899,1.1304
1419997.49,9410990.12,-137.93,0.9464,0.8671,1.2131
1420006.32,9410990.89,-137.85,0.7994,0.8406,1.1765
1420045.87,9411017.03,-136.76,0.8546,0.9004,1.2289
1420004.46,9410986.41,-137.99,0.8194,0.8398,1.1796
1419948.85,9410950.52,-138.97,0.7049,0.7516,1.1025
1419922.80,9410937.45,-134.72,1.0386,0.8380,1.1143
1419926.79,9410944.70,-139.16,1.0492,0.8425,1.1293
1420022.72,9410980.52,-132.58,0.7971,0.8330,1.1767
1420043.89,9411017.02,-136.93,0.8528,0.8992,1.2275
1419996.52,9410981.44,-137.99,0.7882,0.8236,1.1624
1419927.08,9410946.47,-139.23,1.2534,0.9152,1.1592
1419991.61,9410952.51,-137.80,0.8262,0.8187,1.1503
1420046.30,9410990.43,-136.59,0.8299,0.8629,1.2052
1420048.78,9411016.52,-136.68,0.8569,0.9015,1.2305
1420015.44,9410972.90,-137.18,0.7821,0.8184,1.1644
1420023.98,9410952.18,-132.45,0.8119,0.8415,1.1665
1420065.84,9410975.87,-135.80,0.8384,0.8581,1.2110
1419951.61,9410935.33,-135.39,2.4055,1.7206,1.4430
1420030.25,9410964.55,-136.76,0.7979,0.8251,1.1738
1419927.22,9410829.51,-121.21,0.9878,1.0779,1.0333
1419933.01,9410867.73,-128.40,1.4941,1.4542,1.1232
1419904.05,9410845.02,-122.00,1.6875,1.6384,1.0762
1419930.12,9410776.63,-130.74,1.4310,2.0253,1.0808
1419956.68,9410965.63,-138.35,0.7609,0.7850,1.1246
1420014.94,9410957.81,-137.14,0.7713,0.7999,1.1528
1419914.45,9410894.29,-138.30,0.8854,0.8065,1.0635
1419999.08,9410874.74,-136.38,0.7569,0.8525,1.0966
1419983.72,9410983.21,-137.82,0.7619,0.8148,1.1512
1420036.40,9410966.31,-136.44,0.7994,0.8252,1.1774
1419918.62,9410905.16,-129.20,3.6708,2.6794,1.5199
1419934.45,9410863.88,-129.00,2.8831,2.9527,1.3919
1420073.43,9411001.09,-135.88,0.8704,0.8980,1.2411
1419990.84,9410909.78,-134.79,0.7109,0.7302,1.0974
1419875.70,9410883.16,-110.20,4.3406,2.8872,1.2361
1420035.02,9410964.90,-136.60,0.7997,0.8254,1.1765
1419967.16,9410926.03,-136.81,1.1597,0.9953,1.1822
1420033.41,9410930.06,-126.05,0.8079,0.8773,1.1633
1420114.06,9410929.55,-134.02,0.8616,0.8410,1.2269
1420057.35,9410963.11,-135.94,0.8174,0.8342,1.1926
1420069.31,9411002.82,-135.93,0.8703,0.9001,1.2433
1420058.80,9411009.04,-136.38,0.8892,0.9109,1.2631
1420054.27,9411016.25,-136.56,0.8740,0.9077,1.2453
1420065.92,9411010.88,-136.12,0.8730,0.9066,1.2448
1420073.70,9411008.72,-135.92,0.8786,0.9091,1.2497
1420061.54,9411008.24,-136.28,0.8662,0.9001,1.2382
1420058.78,9411018.07,-136.50,0.8816,0.9137,1.2541
1420077.42,9410998.97,-135.78,0.8876,0.9255,1.2802
1419963.39,9410864.63,-131.43,1.2628,1.4615,1.1370
1420051.65,9411011.83,-136.65,0.8581,0.8974,1.2308
1420078.13,9410998.34,-135.65,0.8725,0.8969,1.2419
1420074.59,9411003.09,-135.90,0.8753,0.9038,1.2478
1420052.41,9411019.32,-136.42,0.9331,0.9214,1.2963
1420071.35,9411009.83,-136.07,0.8758,0.9078,1.2460
1420079.78,9411001.48,-135.66,0.8807,0.9091,1.2566
1419957.07,9410879.07,-130.47,2.2128,2.3836,1.3180
1420067.80,9411011.60,-136.16,0.8742,0.9081,1.2451
1420061.71,9410978.39,-133.28,0.8758,0.9242,1.2571
1420079.63,9411003.07,-135.68,0.8794,0.9058,1.2499
1420052.55,9410960.78,-131.56,0.8198,0.8499,1.1926
1420036.65,9410966.25,-136.27,0.8005,0.8264,1.1776
1420057.64,9410858.85,-134.06,0.7406,0.7281,1.1249
1420061.50,9411013.51,-136.28,0.8686,0.9060,1.2400
1419974.61,9410930.92,-136.64,4.5264,3.8141,2.3714
1420055.71,9411018.31,-136.13,0.8692,0.9093,1.2412
1419940.80,9410933.10,-133.97,1.2643,1.0071,1.1488
1420100.99,9410964.89,-132.26,0.8711,0.9117,1.2530
1420093.34,9410954.16,-135.08,0.8531,0.8527,1.2217
1420058.13,9410939.41,-132.14,0.9256,1.2429,1.2972
1420047.73,9410968.84,-131.04,0.8238,0.8531,1.1948
1420062.16,9411019.99,-136.37,0.8763,0.9158,1.2475
1420009.96,9410950.57,-132.90,2.4264,2.2974,1.7871
1419939.69,9410863.52,-130.26,1.1234,1.1484,1.0821
1420059.90,9410966.70,-135.87,0.8231,0.8400,1.1969
1419953.19,9410883.19,-131.27,0.6972,0.7154,1.0566
1419944.70,9410899.05,-134.78,1.6902,1.5224,1.2175
1420062.39,9411016.93,-136.15,0.9147,0.9255,1.2957
1420035.69,9410984.81,-136.29,0.8144,0.8482,1.1916
1419920.10,9410925.72,-125.65,6.8111,4.3032,2.1596
1420082.25,9410996.53,-133.21,0.8751,0.8976,1.2444
1420026.31,9410893.29,-132.12,2.0314,3.4853,1.7286
1419879.07,9410890.28,-118.01,23.3870,15.4551,4.7089
1420064.16,9411016.09,-134.51,0.8736,0.9111,1.2449
1420019.85,9410933.60,-129.80,1.0108,1.1335,1.2167
1420057.19,9411023.79,-136.50,0.8982,0.9216,1.2706
1420020.90,9410955.25,-132.50,1.8088,1.8075,1.6074
1419878.37,9410903.03,-109.70,5.7746,3.5229,1.3795
1419993.81,9410884.67,-135.86,2.4253,3.2412,1.6697
1420076.83,9411005.04,-135.85,0.8788,0.9071,1.2504
1419984.87,9410879.87,-134.54,0.8192,0.9033,1.0984
1419900.94,9410927.41,-126.13,3.9620,2.2632,1.4628
1420080.64,9410999.35,-135.58,0.8814,0.9118,1.2639
1420083.86,9410934.65,-134.13,0.8331,0.9427,1.2240
1419991.69,9410899.92,-129.16,2.4927,2.9696,1.5845
1419902.98,9410917.17,-123.64,1.5117,1.0837,1.1044
1420058.64,9410858.48,-134.36,0.7578,0.9645,1.1504
1420113.56,9410973.58,-134.40,0.8948,0.8998,1.2624
1420058.25,9410828.09,-133.83,0.7617,1.3464,1.1688
1420074.73,9410802.58,-125.55,1.1561,6.1223,1.7471
1420115.36,9410967.45,-134.39,0.8924,0.8995,1.2617
1420108.73,9410972.12,-134.64,0.8871,0.8860,1.2511
1420064.94,9410942.28,-135.53,0.8099,0.8198,1.1858
1420014.40,9410780.40,-132.09,0.9950,2.2239,1.1630
1420107.64,9410976.65,-134.68,0.8895,0.8921,1.2542
1419985.93,9410854.64,-134.06,0.8550,1.0538,1.0989
1420108.08,9410972.11,-134.57,0.8865,0.8965,1.2568
1420117.93,9410931.59,-133.90,0.8687,0.8852,1.2410
1420109.56,9410968.53,-134.60,0.8853,0.8818,1.2489
1420106.34,9410965.89,-134.68,0.8794,0.9017,1.2567
1420105.64,9410967.15,-134.60,0.8799,0.9251,1.2679
1420097.24,9410901.45,-133.42,0.8190,0.8082,1.1918
1420083.72,9410805.11,-123.10,0.7891,2.4525,1.2349
1420059.97,9410855.67,-129.64,1.1526,3.3817,1.5151
1420107.24,9410876.80,-133.44,0.8174,0.8870,1.1982
1420065.53,9410822.23,-133.84,0.8865,2.6979,1.3431
1420111.60,9410977.61,-134.59,0.8955,0.9001,1.2617
1420111.38,9410937.21,-133.98,0.8634,0.8446,1.2282
1420078.52,9410942.56,-130.67,0.8234,0.8207,1.1952
1420116.79,9410974.52,-134.42,0.8996,0.8944,1.2610
1420097.17,9410869.26,-133.47,0.7987,0.7856,1.1744
1419911.76,9410911.23,-126.49,1.1953,0.9191,1.0887
1420037.05,9410836.70,-134.67,0.9668,2.0807,1.2585
1420060.14,9410810.67,-127.70,0.7326,1.0265,1.1212
1420066.14,9410936.67,-130.71,0.8893,1.2364,1.2915
1420111.35,9410942.61,-134.32,0.8675,0.8552,1.2330
1419920.42,9410895.15,-135.39,0.9113,0.8351,1.0665
1420090.42,9410849.32,-129.55,0.7779,0.8533,1.1615
1420038.82,9410937.28,-131.72,0.8068,0.8544,1.1696
1419991.73,9410878.83,-135.21,0.7122,0.7454,1.0830
1420100.88,9410939.22,-134.41,0.8510,0.8399,1.2185
1419976.95,9410815.06,-131.38,1.2637,1.9866,1.1525
1420031.96,9410944.71,-136.34,0.7746,0.7931,1.1554
1420121.86,9410965.88,-130.96,0.8985,0.8878,1.2598
1419934.71,9410829.84,-127.96,1.5044,1.5645,1.1988
1420065.31,9410731.53,-123.51,1.8860,12.7177,2.3607
1420109.40,9410932.56,-133.98,0.8574,0.8550,1.2270
1419818.50,9410636.21,-131.85,3.7701,5.2089,1.2388
1419888.63,9410797.01,-119.87,5.7264,6.2001,1.5911
1420098.61,9410693.00,-105.63,0.7357,1.2635,1.1381
1420072.95,9410968.73,-135.59,0.8404,0.8539,1.2121
1420111.52,9410944.66,-134.28,0.8694,0.8567,1.2347
1420051.34,9410922.66,-129.34,1.0958,1.7490,1.3943
1419926.05,9410912.54,-133.06,1.5862,1.1360,1.1724
1419932.10,9410844.17,-120.46,1.9198,2.0879,1.1410
1420103.56,9410662.48,-104.32,0.7439,2.7536,1.1652
1420003.17,9410766.88,-133.40,2.2273,5.6574,1.6562
1420118.04,9410841.67,-121.53,0.8107,0.9398,1.1912
1420050.39,9410712.80,-125.59,0.9312,3.8753,1.2479
1420072.71,9410700.18,-120.81,0.7529,2.7705,1.1667
1420082.75,9410702.61,-112.74,0.7351,3.1240,1.1758
1420121.67,9410970.27,-134.14,0.9027,0.8935,1.2636
1419969.03,9410863.17,-132.22,0.7522,0.8054,1.0636
1419961.88,9410858.32,-130.82,1.6827,1.9801,1.2386
1419851.03,9410620.44,-130.63,0.7771,1.0931,0.9602
1419910.76,9410888.93,-123.91,2.3086,1.7011,1.1935
1419883.28,9410828.46,-117.09,6.7564,6.2333,1.6420
1420121.29,9410893.38,-133.46,0.8484,0.9051,1.2254
1420117.74,9410870.60,-131.51,0.8289,0.9521,1.2122
1420037.65,9410867.99,-135.34,0.7211,0.7063,1.1088
1420112.84,9410894.44,-133.45,0.8361,0.8119,1.2053
1420038.04,9410646.32,-117.26,1.1403,5.7387,1.2587
1420092.90,9410943.96,-134.74,0.8442,0.8352,1.2121
1420099.79,9410935.75,-134.60,0.8471,0.8484,1.2184
1420041.71,9410651.08,-117.97,1.6175,9.0522,1.5109
1419881.23,9410779.16,-120.94,3.6137,3.6546,1.3376
1420065.48,9410811.72,-131.71,0.8973,3.1020,1.3776
1419932.10,9410837.93,-125.27,3.2257,3.0398,1.6964
1420103.72,9410992.87,-134.91,0.8988,0.9265,1.2787
1420101.40,9410989.61,-134.73,0.8933,0.9223,1.2732
1420102.74,9410985.50,-134.84,0.8911,0.9140,1.2664
1420124.82,9410977.72,-134.01,0.9150,0.9857,1.3168
1419998.14,9411000.11,-138.08,0.7947,0.8477,1.1775
1420088.45,9411012.48,-135.71,0.9102,0.9471,1.3180
1420113.04,9410999.42,-134.89,0.9156,0.9298,1.2836
1420039.81,9411023.97,-137.19,0.8559,0.9069,1.2312
1420047.67,9411024.17,-136.81,0.8630,0.9120,1.2368
1420033.96,9411021.34,-137.45,0.8482,0.8995,1.2243
1420127.80,9410986.62,-134.42,0.9248,0.9314,1.2915
1420101.98,9410994.07,-135.01,0.8998,0.9603,1.3110
1420099.23,9411003.67,-135.19,0.9025,0.9232,1.2720
1420055.24,9411028.46,-136.57,0.8748,0.9232,1.2467
1420119.18,9410987.89,-134.58,0.9142,0.9535,1.3044
1420079.74,9411006.40,-135.63,0.8934,0.9254,1.2775
1420084.72,9411010.84,-135.74,0.9219,0.9650,1.3551
1420105.75,9411003.02,-134.99,0.9097,0.9274,1.2782
1420073.24,9411012.47,-136.12,0.8928,0.9218,1.2708
1420046.81,9410940.02,-129.28,1.0489,1.3723,1.3018
1420084.21,9411010.77,-134.65,0.8994,0.9310,1.2850
1420076.10,9411018.63,-135.98,0.9542,0.9609,1.3834
1420069.22,9410937.56,-132.35,0.8767,1.1628,1.2659
1420043.76,9411025.17,-136.92,0.8600,0.9111,1.2345
1420035.38,9411021.10,-137.25,0.8488,0.9000,1.2249
1420013.50,9411011.44,-137.76,0.8187,0.8728,1.1988
1419995.17,9410995.13,-138.07,0.7870,0.8388,1.1707
1420020.08,9411008.33,-137.54,0.8216,0.8720,1.2007
1420020.25,9411012.67,-137.56,0.8261,0.8785,1.2050
1420067.17,9411024.63,-130.56,0.8858,0.9249,1.2564
1420021.35,9411002.76,-137.46,0.8171,0.8646,1.1963
1420016.19,9411013.20,-137.68,0.8267,0.8772,1.2041
1420120.66,9410985.77,-134.26,0.9185,1.1858,1.4783
1420037.85,9411026.66,-137.19,0.8552,0.9097,1.2310
1420010.33,9411006.03,-137.81,0.8136,0.8634,1.1925
1420024.78,9411002.03,-137.16,0.8234,0.8663,1.2001
1420124.06,9410971.86,-131.60,0.9088,1.0139,1.3184
1420072.07,9411016.37,-136.15,0.9015,0.9275,1.2823
1420130.01,9410989.27,-134.23,0.9300,0.9338,1.2946
1420068.22,9410933.51,-130.56,0.8812,1.2092,1.2638
1420101.68,9410999.21,-134.29,0.9192,1.1562,1.5493
1420081.18,9411014.22,-135.83,0.8926,0.9227,1.2637
1420107.62,9411000.35,-135.01,0.9097,0.9277,1.2804
1420071.79,9411021.48,-136.09,0.8926,0.9264,1.2650
1420058.33,9410954.25,-126.19,1.7352,2.7115,1.8855
1420065.50,9411018.78,-136.27,0.8967,0.9227,1.2707
1420067.00,9411020.82,-136.17,0.8877,0.9221,1.2594
1420072.86,9411029.63,-124.11,0.8930,0.9343,1.2628
1420110.66,9410996.51,-134.92,0.9103,0.9494,1.3047
1420093.72,9410989.89,-134.94,0.8861,0.9202,1.2686
1420127.23,9410893.77,-131.29,0.8632,1.5174,1.3139
1419981.65,9410987.04,-138.50,0.7833,0.8226,1.1576
1419973.96,9410970.77,-135.95,0.7410,0.7913,1.1335
1420003.68,9410986.85,-137.81,0.7850,0.8313,1.1686
1419973.16,9410978.65,-138.48,0.7492,0.8030,1.1408
1420116.17,9410995.38,-134.69,0.9162,0.9266,1.2824
1419988.78,9410950.94,-137.12,0.7675,0.7866,1.1337
1420047.74,9410993.89,-136.62,0.8356,0.8692,1.2102
1420125.71,9410985.04,-134.22,0.9210,0.9406,1.2964
1420112.63,9410982.99,-134.64,0.9011,0.9154,1.2719
1420096.48,9410849.31,-132.86,0.9317,5.7674,2.0811
1420063.33,9410958.98,-130.20,1.8877,3.0942,2.2697
1420127.92,9410985.30,-130.89,0.9226,0.9244,1.2857
1420117.33,9410978.83,-134.24,0.9039,0.9238,1.2781
1420125.87,9410974.81,-134.09,0.9133,0.9530,1.2966
1420131.79,9410919.82,-133.43,0.8960,1.4687,1.3652
1420108.29,9410942.06,-134.26,0.8631,0.8684,1.2336
1420016.66,9410958.49,-137.09,0.7708,0.8001,1.1535
1419977.92,9410883.05,-130.58,0.8192,0.8997,1.0894
1419962.85,9410864.52,-130.00,0.9754,1.0915,1.0922
1419922.10,9410925.51,-131.13,3.5440,2.2732,1.5580
1420020.65,9410972.56,-137.04,0.7880,0.8218,1.1687
1420099.17,9411000.35,-135.25,0.9007,0.9303,1.2828
1420107.43,9410996.16,-134.64,0.9087,1.0659,1.4266
1419942.70,9410902.90,-134.82,0.9292,0.8795,1.0897
1419911.96,9410911.65,-124.62,3.4552,2.3373,1.3915
1419915.89,9410897.79,-129.27,0.8677,0.7819,1.0587
1419936.75,9410861.94,-125.64,0.7839,0.7260,1.0513
1420001.96,9410919.11,-135.76,1.3032,1.4731,1.2804
1420032.89,9410934.70,-130.26,0.8561,0.9585,1.1829
1419901.51,9410934.50,-126.89,1.5315,1.0207,1.1267
1420123.67,9410993.06,-134.34,0.9249,0.9503,1.3070
1420121.30,9410991.37,-134.54,0.9211,0.9966,1.3456
1420127.91,9410975.79,-133.80,0.9212,1.0409,1.3464
1420123.21,9410906.69,-126.56,0.8581,1.1536,1.2598
1420118.94,9410989.90,-134.51,0.9152,0.9267,1.2841
1420122.64,9410979.18,-133.97,0.9148,1.0937,1.3829
1420084.72,9410848.26,-128.68,0.9887,4.3115,1.6489
1420096.37,9411003.42,-135.34,0.9057,0.9603,1.3258
1420114.13,9410966.95,-134.29,0.8905,0.9103,1.2662
1420059.92,9411028.26,-136.55,0.8877,0.9270,1.2584
1420110.09,9410993.68,-134.88,0.9070,0.9256,1.2798
1420113.47,9410990.19,-134.42,0.9082,0.9244,1.2797
1420082.52,9410849.47,-131.19,1.3647,7.1684,2.3842
1420114.73,9410992.62,-134.52,0.9123,1.0245,1.3719
1420110.49,9410991.11,-134.82,0.9053,0.9236,1.2782
1420094.47,9411008.38,-135.36,0.9063,0.9446,1.3069
1420123.46,9410987.58,-134.52,0.9221,1.0158,1.3546
1420107.59,9410982.48,-134.58,0.8950,0.9741,1.3073
1420090.66,9411010.29,-135.61,0.9013,0.9305,1.2813
1420083.60,9411013.17,-135.77,0.8967,0.9264,1.2729
1420075.25,9411018.37,-135.98,0.8901,0.9235,1.2608
1420098.43,9410993.13,-135.00,0.9037,1.0379,1.3830
1420117.20,9410988.14,-134.57,0.9115,0.9266,1.2829
1420118.08,9410980.94,-134.31,0.9067,0.9357,1.2867
1419948.28,9410938.19,-136.87,0.8825,0.7991,1.1151
1420124.64,9410980.17,-134.20,0.9248,1.2226,1.4745
1420115.19,9410998.58,-134.46,0.9176,0.9344,1.2896
1420116.25,9410882.99,-129.95,0.8415,6.2493,2.4601
1420130.66,9410989.29,-134.38,0.9324,0.9497,1.3077
1420077.71,9411012.76,-136.04,0.8972,0.9269,1.2789
1420057.98,9410958.08,-131.60,1.2659,1.7629,1.5628
1420107.37,9410862.64,-128.01,0.9095,11.6339,3.6460
1420095.37,9411009.38,-135.26,0.9038,0.9296,1.2781
1420104.18,9411004.55,-135.03,0.9091,0.9281,1.2780
1420095.34,9411002.33,-135.39,0.9040,0.9583,1.3213
1420078.66,9410807.36,-126.71,0.9990,4.6449,1.5223
1420116.92,9410870.55,-130.28,0.8271,1.9673,1.3307
1420125.38,9410907.21,-133.47,0.8733,1.8582,1.4202
1420121.94,9410870.98,-130.05,0.8569,4.2204,1.7997
1420096.07,9411006.18,-135.31,0.9027,0.9318,1.2841
1420090.22,9410895.76,-131.73,1.1034,4.9185,2.2168
1420132.49,9410984.93,-134.06,0.9299,0.9313,1.2935
1420088.30,9410936.10,-128.28,0.9978,2.5498,1.6937
1420047.72,9410917.80,-132.73,4.7913,9.3174,4.4197
1420094.35,9411001.30,-134.01,0.9066,0.9802,1.3465
1420053.17,9410964.67,-133.45,1.6858,2.1830,1.8901
1420101.57,9411005.53,-135.16,0.9076,0.9343,1.2870
1420110.46,9411000.39,-135.11,0.9142,1.0121,1.3869
1420094.01,9410932.34,-128.84,0.9046,2.1735,1.5476
1420106.67,9410964.54,-133.05,0.8799,1.0939,1.3297
1420044.57,9410980.86,-133.87,0.8844,0.9085,1.2352
1420075.46,9410828.16,-131.46,1.0464,4.2613,1.5896
1420095.67,9410928.10,-130.21,1.0708,4.4741,2.4229
1420091.30,9411007.34,-135.35,0.9083,0.9561,1.3267
1420090.09,9410997.41,-134.35,0.8871,0.9121,1.2608
1420094.35,9410798.75,-128.80,0.8083,3.6122,1.3897
1420082.97,9410931.63,-126.69,1.6784,5.5709,2.8179
1420127.81,9410901.89,-133.45,0.8705,1.4953,1.3307
1420114.72,9410835.98,-124.64,0.8064,7.5549,2.1795
1420102.23,9410791.26,-121.76,0.8039,5.5164,1.5493
1420029.76,9410976.58,-135.41,2.7384,2.3687,2.2700
1420126.71,9410991.79,-134.44,0.9276,0.9354,1.2946
1420089.35,9410890.25,-131.15,1.2917,6.5354,2.6644
1420066.76,9410887.39,-133.23,2.1473,6.8610,2.8044
1420130.62,9410969.36,-128.33,0.9180,1.0123,1.3136
1420109.93,9410776.05,-120.03,0.7727,3.4977,1.2976
1420044.85,9410924.77,-127.97,1.3412,2.1048,1.4446
1420033.28,9410918.30,-126.93,1.5577,2.3186,1.4560
1420118.23,9410970.39,-134.40,0.8983,0.8913,1.2600
1420106.07,9410884.27,-132.72,0.8226,1.5955,1.2936
1420090.98,9410920.61,-128.04,0.8416,1.2875,1.2704
1420120.35,9410995.61,-134.59,0.9220,0.9344,1.2913
1420122.22,9410786.25,-115.63,0.8135,5.7544,1.4963
1420122.93,9410923.53,-133.96,0.8707,1.0243,1.2658
1420089.22,9410794.23,-124.22,0.8369,4.2763,1.4286
1420114.95,9410965.94,-131.01,0.8893,0.9508,1.2772
1420095.32,9410881.78,-133.95,0.8039,0.7859,1.1783
1420115.41,9410870.21,-124.10,0.8225,2.0492,1.3117
1420060.59,9410809.84,-124.72,6.1846,27.3940,6.0455
1420101.50,9410961.95,-129.78,0.8696,0.9395,1.2575
1420104.95,9410934.05,-127.94,0.8800,3.0326,1.8677
1420103.50,9410842.82,-123.99,0.7901,0.7740,1.1677
1420131.71,9410978.72,-134.03,0.9242,0.9307,1.2912
1420123.66,9410963.74,-129.05,0.8992,0.9197,1.2705
1420112.62,9410921.77,-130.12,0.8546,3.0549,1.8061
1420082.32,9410998.63,-133.11,0.9213,1.0002,1.3575
1420104.55,9410965.07,-129.88,0.8752,0.9267,1.2585
1420049.84,9410891.49,-135.25,0.7535,0.7537,1.1358
1419993.46,9410828.94,-133.44,0.7947,1.0576,1.0815
1420118.87,9410896.83,-133.55,0.8463,0.8355,1.2156
1420087.30,9410848.30,-129.28,0.7725,0.8706,1.1605
1420018.62,9410961.36,-137.20,0.7826,0.8084,1.1616
1420032.69,9410990.86,-136.85,0.8150,0.8539,1.1934
1420036.01,9410937.62,-133.03,0.7725,0.7885,1.1538
1420090.10,9410938.30,-134.80,0.8364,0.8310,1.2077
1420106.07,9410884.31,-133.19,0.8201,0.8063,1.1928
1420072.80,9410850.45,-134.23,0.7551,0.7439,1.1381
1420095.08,9410937.28,-134.65,0.8420,0.8377,1.2134
1420099.05,9410900.34,-134.01,0.8212,0.8108,1.1950
1420055.80,9410964.46,-135.94,0.8173,0.8351,1.1931
1419962.50,9410938.81,-138.33,0.7602,0.7637,1.1088
1420012.71,9410976.39,-137.29,0.7844,0.8218,1.1663
1420030.22,9410984.76,-137.01,0.8074,0.8439,1.1864
1419950.90,9410936.48,-136.68,0.7953,0.7665,1.1050
1420005.52,9410962.52,-137.27,0.7613,0.7972,1.1476
1419949.88,9410934.85,-137.06,0.7498,0.7508,1.0968
1419625.94,9410654.53,-124.70,4.1939,3.2926,1.1170
1419697.30,9410676.98,-126.67,2.8311,2.4610,1.0370
1420030.16,9410964.26,-136.88,0.8002,0.8246,1.1766
1419907.03,9410778.70,-120.61,2.5731,3.3000,1.1594
1419970.74,9410910.36,-137.77,0.6913,0.7138,1.0839
1420062.75,9410962.88,-133.23,0.8231,0.8398,1.1991
1419662.95,9410739.69,-120.53,8.5584,5.5645,1.3689
1419938.84,9410802.36,-126.73,3.0624,4.2603,1.4355
1419995.84,9410886.90,-136.83,0.7066,0.7285,1.0897
1419651.43,9410745.75,-119.71,2.0004,1.3083,1.0328
1419662.61,9410730.12,-120.30,9.2979,6.2954,1.4203
1419914.52,9410904.44,-127.98,0.7765,0.7315,1.0554
1420048.08,9410973.99,-136.24,0.8175,0.8420,1.1940
1419970.78,9410928.77,-136.66,1.4731,1.1815,1.2819
1420036.27,9410941.51,-136.34,0.7853,0.8087,1.1648
1420021.18,9410964.18,-136.74,0.7793,0.8096,1.1615
1419963.89,9410916.00,-137.26,1.2452,1.0691,1.2018
1420017.84,9410976.42,-137.39,0.7890,0.8249,1.1701
1420029.98,9410945.73,-136.53,0.7739,0.7935,1.1551
1420000.82,9410874.02,-136.54,0.7156,0.7611,1.0901
