DJI_0248.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.00466587, 0.00676152, -0.00222124, -0.00132422, 0.000398256, -0.000275551, -0.00296847, 0.00654721, 1, 0.108958, 0.00139779, -0.000309298, -0.0202784, -0.408981
-0.00737875, -0.00351431, -0.000884093, -0.00138743, 0.000269346, -0.000223761, -0.00144963, -0.00356672, 0.108958, 1, -0.00105983, 0.018552, 0.00379376, 0.451346
0.00328067, 0.000732827, -0.00310056, 0.000370285, -3.94778e-05, 4.30056e-05, -0.00225607, 0.00114374, 0.00139779, -0.00105983, 1, 0.292911, -0.340473, 0.0076353
-0.0165185, -0.00290249, 0.0275133, -0.00279676, 0.00087369, -0.000810303, 0.0263453, -0.00380399, -0.000309298, 0.018552, 0.292911, 1, 0.0981106, 0.0293731
0.0142388, 0.0243988, -0.014475, 0.00167642, -0.000157054, 0.000133185, -0.013486, 0.0240321, -0.0202784, 0.00379376, -0.340473, 0.0981106, 1, 0.0052405
0.00025278, 0.0157782, 0.008788, -0.000188454, 0.000244374, -0.000310149, 0.00699775, 0.0151373, -0.408981, 0.451346, 0.0076353, 0.0293731, 0.0052405, 1
DJI_0143.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0031428, -0.00824038, 0.00363376, -0.0127326, 0.0134393, -0.000380322
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00681717, -0.00325429, 0.000615628, -0.00378372, 0.0219124, 0.0190501
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00226845, -0.000440392, -0.00377055, 0.0244909, -0.0120665, 0.00846922
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00120085, -0.00151029, 0.00045326, -0.00215312, 0.0019625, -6.59926e-05
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000431965, 0.00030296, -6.00784e-05, 0.000695752, -0.00028809, 0.000189656
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000289553, -0.000225947, 7.26669e-05, -0.000516895, 0.00018486, -0.000312294
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00264609, -0.00189205, -0.00290526, 0.0216087, -0.0119045, 0.00638526
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00672241, -0.00340454, 0.00100536, -0.0048655, 0.0213484, 0.0184195
-0.0031428, 0.00681717, -0.00226845, -0.00120085, 0.000431965, -0.000289553, -0.00264609, 0.00672241, 1, 0.104752, 0.00136291, -0.00428817, -0.0211184, -0.418928
-0.00824038, -0.00325429, -0.000440392, -0.00151029, 0.00030296, -0.000225947, -0.00189205, -0.00340454, 0.104752, 1, -0.00100511, 0.0191329, 0.00121991, 0.426883
0.00363376, 0.000615628, -0.00377055, 0.00045326, -6.00784e-05, 7.26669e-05, -0.00290526, 0.00100536, 0.00136291, -0.00100511, 1, 0.22882, -0.359693, 0.00485519
-0.0127326, -0.00378372, 0.0244909, -0.00215312, 0.000695752, -0.000516895, 0.0216087, -0.0048655, -0.00428817, 0.0191329, 0.22882, 1, 0.143968, 0.0251551
0.0134393, 0.0219124, -0.0120665, 0.0019625, -0.00028809, 0.00018486, -0.0119045, 0.0213484, -0.0211184, 0.00121991, -0.359693, 0.143968, 1, 0.0057255
-0.000380322, 0.0190501, 0.00846922, -6.59926e-05, 0.000189656, -0.000312294, 0.00638526, 0.0184195, -0.418928, 0.426883, 0.00485519, 0.0251551, 0.0057255, 1
DJI_0144.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0020735, -0.00806935, 0.00405187, -0.0118386, 0.012173, -0.00127263
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00659625, -0.00322354, 0.000650934, -0.00386853, 0.0220619, 0.0186558
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00192954, -0.000686277, -0.0041602, 0.0236541, -0.0114482, 0.007414
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00102504, -0.00148171, 0.000577386, -0.00183033, 0.0018523, -0.000158724
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00040393, 0.000292258, -9.09656e-05, 0.000599825, -0.000205791, 0.000256336
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000248893, -0.000219321, 7.45947e-05, -0.000535485, 4.17487e-05, -0.000429891
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00215405, -0.00205349, -0.0031469, 0.0213753, -0.011356, 0.0053681
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00645879, -0.00335632, 0.00104396, -0.00486891, 0.0217285, 0.0183453
-0.0020735, 0.00659625, -0.00192954, -0.00102504, 0.00040393, -0.000248893, -0.00215405, 0.00645879, 1, 0.100314, 0.00144546, -0.00546939, -0.0241869, -0.42334
-0.00806935, -0.00322354, -0.000686277, -0.00148171, 0.000292258, -0.000219321, -0.00205349, -0.00335632, 0.100314, 1, -0.00109408, 0.0215652, 0.00091211, 0.407619
0.00405187, 0.000650934, -0.0041602, 0.000577386, -9.09656e-05, 7.45947e-05, -0.0031469, 0.00104396, 0.00144546, -0.00109408, 1, 0.224956, -0.345847, 0.00438164
-0.0118386, -0.00386853, 0.0236541, -0.00183033, 0.000599825, -0.000535485, 0.0213753, -0.00486891, -0.00546939, 0.0215652, 0.224956, 1, 0.148334, 0.0233679
0.012173, 0.0220619, -0.0114482, 0.0018523, -0.000205791, 4.17487e-05, -0.011356, 0.0217285, -0.0241869, 0.00091211, -0.345847, 0.148334, 1, 0.00557539
-0.00127263, 0.0186558, 0.007414, -0.000158724, 0.000256336, -0.000429891, 0.0053681, 0.0183453, -0.42334, 0.407619, 0.00438164, 0.0233679, 0.00557539, 1
DJI_0145.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00071893, -0.00759297, 0.00440955, -0.0133241, 0.009079, -0.00372329
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00622361, -0.00344228, 0.000711428, -0.00340253, 0.0217227, 0.0177258
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00187549, -0.000727724, -0.00437854, 0.0264675, -0.00971075, 0.00608601
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000602631, -0.00155259, 0.000699993, -0.00226715, 0.00112062, -0.000618774
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00028519, 0.000339738, -0.000198881, 0.000399902, 3.54306e-05, 0.000269604
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000180902, -0.000235184, 0.000181967, -0.000198272, -0.000112502, -0.000370934
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00200139, -0.00194252, -0.00326836, 0.0244732, -0.00907928, 0.00348077
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00613819, -0.00344358, 0.00100537, -0.0045901, 0.0213232, 0.0176563
-0.00071893, 0.00622361, -0.00187549, -0.000602631, 0.00028519, -0.000180902, -0.00200139, 0.00613819, 1, 0.0929137, 0.00145713, -0.00130672, -0.0264216, -0.423847
-0.00759297, -0.00344228, -0.000727724, -0.00155259, 0.000339738, -0.000235184, -0.00194252, -0.00344358, 0.0929137, 1, -0.00108612, 0.0232927, 0.00418719, 0.381496
0.00440955, 0.000711428, -0.00437854, 0.000699993, -0.000198881, 0.000181967, -0.00326836, 0.00100537, 0.00145713, -0.00108612, 1, 0.288089, -0.278779, 0.005486
-0.0133241, -0.00340253, 0.0264675, -0.00226715, 0.000399902, -0.000198272, 0.0244732, -0.0045901, -0.00130672, 0.0232927, 0.288089, 1, 0.104615, 0.0221521
0.009079, 0.0217227, -0.00971075, 0.00112062, 3.54306e-05, -0.000112502, -0.00907928, 0.0213232, -0.0264216, 0.00418719, -0.278779, 0.104615, 1, 0.00454357
-0.00372329, 0.0177258, 0.00608601, -0.000618774, 0.000269604, -0.000370934, 0.00348077, 0.0176563, -0.423847, 0.381496, 0.005486, 0.0221521, 0.00454357, 1
DJI_0146.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.000477969, -0.00759495, 0.00462269, -0.0155097, 0.00602252, -0.00579523
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00566533, -0.00377258, 0.000585075, -0.00404695, 0.0216061, 0.0180927
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00216558, -0.000947654, -0.00460226, 0.0280995, -0.00721014, 0.00506473
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000437129, -0.0014875, 0.000651791, -0.00278477, 0.000883432, -0.00107577
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00039011, 0.000279713, -0.000134107, 0.000664411, -0.000252465, 0.000239052
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000283855, -0.000187476, 0.000123201, -0.000442692, 0.000150169, -0.000270282
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00223544, -0.00213811, -0.00338827, 0.0256127, -0.00571672, 0.00154058
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00573237, -0.00366643, 0.000720471, -0.00558677, 0.0208075, 0.0176504
0.000477969, 0.00566533, -0.00216558, -0.000437129, 0.00039011, -0.000283855, -0.00223544, 0.00573237, 1, 0.0864906, 0.00140141, 0.00491777, -0.0269511, -0.430378
-0.00759495, -0.00377258, -0.000947654, -0.0014875, 0.000279713, -0.000187476, -0.00213811, -0.00366643, 0.0864906, 1, -0.00101747, 0.0229639, 0.0081056, 0.353828
0.00462269, 0.000585075, -0.00460226, 0.000651791, -0.000134107, 0.000123201, -0.00338827, 0.000720471, 0.00140141, -0.00101747, 1, 0.348369, -0.198082, 0.00666501
-0.0155097, -0.00404695, 0.0280995, -0.00278477, 0.000664411, -0.000442692, 0.0256127, -0.00558677, 0.00491777, 0.0229639, 0.348369, 1, 0.0366517, 0.0214862
0.00602252, 0.0216061, -0.00721014, 0.000883432, -0.000252465, 0.000150169, -0.00571672, 0.0208075, -0.0269511, 0.0081056, -0.198082, 0.0366517, 1, 0.00324779
-0.00579523, 0.0180927, 0.00506473, -0.00107577, 0.000239052, -0.000270282, 0.00154058, 0.0176504, -0.430378, 0.353828, 0.00666501, 0.0214862, 0.00324779, 1
DJI_0147.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00104926, -0.00726974, 0.00472081, -0.0147207, 0.00647515, -0.00554384
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00563885, -0.00367762, 0.000604647, -0.0042183, 0.0216727, 0.0172258
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00164399, -0.000810086, -0.0046003, 0.0280437, -0.00724296, 0.00420387
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000310164, -0.00145436, 0.000646409, -0.00283387, 0.000974511, -0.00103039
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000411278, 0.000315752, -0.0001056, 0.000857457, -0.000346359, 0.000141293
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000329923, -0.000225514, 9.8288e-05, -0.000635944, 0.000284677, -0.000144575
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00173281, -0.00204994, -0.00341296, 0.0253004, -0.00556736, 0.0010162
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00567103, -0.00358792, 0.000749902, -0.00575256, 0.0210258, 0.0169293
0.00104926, 0.00563885, -0.00164399, -0.000310164, 0.000411278, -0.000329923, -0.00173281, 0.00567103, 1, 0.081792, 0.00135821, 0.00241025, -0.0274773, -0.427538
-0.00726974, -0.00367762, -0.000810086, -0.00145436, 0.000315752, -0.000225514, -0.00204994, -0.00358792, 0.081792, 1, -0.00095137, 0.0236106, 0.00666903, 0.339243
0.00472081, 0.000604647, -0.0046003, 0.000646409, -0.0001056, 9.8288e-05, -0.00341296, 0.000749902, 0.00135821, -0.00095137, 1, 0.321979, -0.206988, 0.00616253
-0.0147207, -0.0042183, 0.0280437, -0.00283387, 0.000857457, -0.000635944, 0.0253004, -0.00575256, 0.00241025, 0.0236106, 0.321979, 1, 0.0645564, 0.0217817
0.00647515, 0.0216727, -0.00724296, 0.000974511, -0.000346359, 0.000284677, -0.00556736, 0.0210258, -0.0274773, 0.00666903, -0.206988, 0.0645564, 1, 0.00366805
-0.00554384, 0.0172258, 0.00420387, -0.00103039, 0.000141293, -0.000144575, 0.0010162, 0.0169293, -0.427538, 0.339243, 0.00616253, 0.0217817, 0.00366805, 1
DJI_0148.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00338603, -0.00681126, 0.00522416, -0.011742, 0.00510735, -0.0064662
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00529257, -0.00331886, 0.000662364, -0.00471152, 0.0222153, 0.0177566
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00169769, -0.00130725, -0.0049485, 0.0253756, -0.00488436, 0.00371403
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000126021, -0.00144402, 0.000695191, -0.00256824, 0.000746323, -0.00106891
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000342836, 0.000342977, -0.000126147, 0.000750254, -0.000222708, 8.40861e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000272169, -0.000249622, 0.000122871, -0.000521364, 0.000140099, -0.000126611
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000976829, -0.0023908, -0.00363012, 0.0235137, -0.00441755, 0.000244778
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00538402, -0.00320775, 0.000811843, -0.00600811, 0.0215371, 0.0174392
0.00338603, 0.00529257, -0.00169769, 0.000126021, 0.000342836, -0.000272169, -0.000976829, 0.00538402, 1, 0.072859, 0.00118438, -0.00247125, -0.0268336, -0.435871
-0.00681126, -0.00331886, -0.00130725, -0.00144402, 0.000342977, -0.000249622, -0.0023908, -0.00320775, 0.072859, 1, -0.000757096, 0.0230264, 0.00347042, 0.301952
0.00522416, 0.000662364, -0.0049485, 0.000695191, -0.000126147, 0.000122871, -0.00363012, 0.000811843, 0.00118438, -0.000757096, 1, 0.281422, -0.214704, 0.00517197
-0.011742, -0.00471152, 0.0253756, -0.00256824, 0.000750254, -0.000521364, 0.0235137, -0.00600811, -0.00247125, 0.0230264, 0.281422, 1, 0.114752, 0.021287
0.00510735, 0.0222153, -0.00488436, 0.000746323, -0.000222708, 0.000140099, -0.00441755, 0.0215371, -0.0268336, 0.00347042, -0.214704, 0.114752, 1, 0.00442861
-0.0064662, 0.0177566, 0.00371403, -0.00106891, 8.40861e-05, -0.000126611, 0.000244778, 0.0174392, -0.435871, 0.301952, 0.00517197, 0.021287, 0.00442861, 1
DJI_0149.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00496721, -0.00668089, 0.00547104, -0.01166, 0.0035124, -0.00747818
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00520816, -0.00330776, 0.000667045, -0.00524192, 0.021705, 0.0180091
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00155356, -0.00153467, -0.00516181, 0.0249292, -0.00356558, 0.00269972
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000701232, -0.00141849, 0.000873532, -0.00202447, 8.37359e-05, -0.0016635
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000103367, 0.000348494, -0.000279074, 0.000268567, 0.000121383, 0.000450226
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -7.63791e-05, -0.000245873, 0.000248476, -0.000122098, -0.00012909, -0.000441975
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000493536, -0.00246925, -0.00364362, 0.0236619, -0.00291686, -0.00115094
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00523245, -0.00314315, 0.000750122, -0.00659615, 0.0211697, 0.0177678
0.00496721, 0.00520816, -0.00155356, 0.000701232, 0.000103367, -7.63791e-05, -0.000493536, 0.00523245, 1, 0.065103, 0.00110849, -0.00238468, -0.0283268, -0.442768
-0.00668089, -0.00330776, -0.00153467, -0.00141849, 0.000348494, -0.000245873, -0.00246925, -0.00314315, 0.065103, 1, -0.000686926, 0.0239441, 0.00374465, 0.27077
0.00547104, 0.000667045, -0.00516181, 0.000873532, -0.000279074, 0.000248476, -0.00364362, 0.000750122, 0.00110849, -0.000686926, 1, 0.287872, -0.185234, 0.00506437
-0.01166, -0.00524192, 0.0249292, -0.00202447, 0.000268567, -0.000122098, 0.0236619, -0.00659615, -0.00238468, 0.0239441, 0.287872, 1, 0.112485, 0.0203096
0.0035124, 0.021705, -0.00356558, 8.37359e-05, 0.000121383, -0.00012909, -0.00291686, 0.0211697, -0.0283268, 0.00374465, -0.185234, 0.112485, 1, 0.00446917
-0.00747818, 0.0180091, 0.00269972, -0.0016635, 0.000450226, -0.000441975, -0.00115094, 0.0177678, -0.442768, 0.27077, 0.00506437, 0.0203096, 0.00446917, 1
DJI_0150.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00681567, -0.00591442, 0.0055845, -0.0113186, 0.00216361, -0.00781222
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00518168, -0.00307727, 0.000794059, -0.00523356, 0.0219249, 0.0166147
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00110776, -0.00158238, -0.00522402, 0.0242352, -0.00222492, 0.0011443
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00109972, -0.00129475, 0.000825537, -0.00215009, -0.000175311, -0.00173371
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00011935, 0.000406862, -0.000211936, 0.00052948, 4.85628e-05, 0.000270151
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000104456, -0.000310101, 0.000206288, -0.000295879, -6.25125e-05, -0.000286667
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.000318053, -0.0025103, -0.00377757, 0.0222346, -0.00156735, -0.00260071
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00524975, -0.0028519, 0.000847723, -0.00648383, 0.0213672, 0.0162733
0.00681567, 0.00518168, -0.00110776, 0.00109972, 0.00011935, -0.000104456, 0.000318053, 0.00524975, 1, 0.0540462, 0.00101232, -0.00441671, -0.0300189, -0.43581
-0.00591442, -0.00307727, -0.00158238, -0.00129475, 0.000406862, -0.000310101, -0.0025103, -0.0028519, 0.0540462, 1, -0.00058337, 0.0251315, 0.0026363, 0.233657
0.0055845, 0.000794059, -0.00522402, 0.000825537, -0.000211936, 0.000206288, -0.00377757, 0.000847723, 0.00101232, -0.00058337, 1, 0.269061, -0.166874, 0.00477281
-0.0113186, -0.00523356, 0.0242352, -0.00215009, 0.00052948, -0.000295879, 0.0222346, -0.00648383, -0.00441671, 0.0251315, 0.269061, 1, 0.128352, 0.0204919
0.00216361, 0.0219249, -0.00222492, -0.000175311, 4.85628e-05, -6.25125e-05, -0.00156735, 0.0213672, -0.0300189, 0.0026363, -0.166874, 0.128352, 1, 0.00473637
-0.00781222, 0.0166147, 0.0011443, -0.00173371, 0.000270151, -0.000286667, -0.00260071, 0.0162733, -0.43581, 0.233657, 0.00477281, 0.0204919, 0.00473637, 1
DJI_0151.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00816995, -0.00501136, 0.00571247, -0.0102379, 0.00165913, -0.00781204
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00488155, -0.00289341, 0.000667573, -0.00630727, 0.0229209, 0.0162317
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.000939156, -0.00141426, -0.00524402, 0.0236807, -0.000713474, 0.000650863
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00145641, -0.00107676, 0.000893032, -0.00177911, -0.00035554, -0.00200092
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 1.96834e-05, 0.000366999, -0.000250541, 0.000315932, 0.000142936, 0.000412777
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -3.60856e-05, -0.00027691, 0.000223027, -0.00016812, -0.000131478, -0.000358828
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.000789224, -0.00219763, -0.00380088, 0.0216917, -0.000312412, -0.0028707
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00506039, -0.00263351, 0.000802632, -0.00713267, 0.0222272, 0.0157278
0.00816995, 0.00488155, -0.000939156, 0.00145641, 1.96834e-05, -3.60856e-05, 0.000789224, 0.00506039, 1, 0.0462292, 0.000976465, -0.00922969, -0.0325436, -0.424701
-0.00501136, -0.00289341, -0.00141426, -0.00107676, 0.000366999, -0.00027691, -0.00219763, -0.00263351, 0.0462292, 1, -0.000539731, 0.0269981, -0.000142947, 0.207896
0.00571247, 0.000667573, -0.00524402, 0.000893032, -0.000250541, 0.000223027, -0.00380088, 0.000802632, 0.000976465, -0.000539731, 1, 0.234906, -0.173766, 0.0038452
-0.0102379, -0.00630727, 0.0236807, -0.00177911, 0.000315932, -0.00016812, 0.0216917, -0.00713267, -0.00922969, 0.0269981, 0.234906, 1, 0.15766, 0.0194492
0.00165913, 0.0229209, -0.000713474, -0.00035554, 0.000142936, -0.000131478, -0.000312412, 0.0222272, -0.0325436, -0.000142947, -0.173766, 0.15766, 1, 0.00497689
-0.00781204, 0.0162317, 0.000650863, -0.00200092, 0.000412777, -0.000358828, -0.0028707, 0.0157278, -0.424701, 0.207896, 0.0038452, 0.0194492, 0.00497689, 1
DJI_0152.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00921505, -0.00390727, 0.0058777, -0.00924435, -0.000586244, -0.00997323
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00448408, -0.00290951, 0.000776275, -0.0058365, 0.0227076, 0.0150602
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.000977363, -0.00117021, -0.00522477, 0.023684, -0.000153587, -0.000703507
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00164947, -0.000764346, 0.000820757, -0.00173294, -0.000647883, -0.00194597
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 1.9864e-05, 0.000302488, -0.000159935, 0.000586073, 0.000157525, 3.71945e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -5.16702e-05, -0.000244947, 0.000143117, -0.000443705, -0.000155485, 3.60473e-05
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00090005, -0.00185402, -0.00371907, 0.0212803, 0.000660879, -0.00472161
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00467388, -0.00251464, 0.000812006, -0.00674474, 0.022022, 0.0143412
0.00921505, 0.00448408, -0.000977363, 0.00164947, 1.9864e-05, -5.16702e-05, 0.00090005, 0.00467388, 1, 0.0405744, 0.000973726, -0.00363301, -0.034712, -0.406442
