DJI_0248.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.00439347, 0.0230189, -0.0047222, 1.79374e-05, 0.000297862, -0.00029498, -0.00397892, 0.0226303, 0.0109391, -0.00237836, -0.27791, 0.00631867, 1, -0.00235958
0.0126989, 0.0293263, -0.00143014, 0.00149872, -3.53772e-05, 0.000202554, -0.00262395, 0.0290918, 0.539942, -0.468861, 0.016716, 0.0291419, -0.00235958, 1
DJI_0285.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00234194, -0.00161006, -0.00610704, -0.0305114, 0.00428583, 0.0124612
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00678045, 0.0070187, -0.00284654, -0.00606686, 0.0232702, 0.0289336
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.0011576, -0.00404055, 0.00659377, 0.0525474, -0.00461539, -0.00149037
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000399726, -0.000938272, -0.000822905, -0.00456204, -1.39127e-05, 0.00142014
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000136036, 0.000343605, 0.000155914, 0.00147129, 0.000315302, 9.76811e-06
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000156984, -0.000338198, -0.000183161, -0.0013013, -0.000321088, 0.000162405
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000735876, -0.00411623, 0.00546219, 0.0431738, -0.00398197, -0.00266909
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00661267, 0.00684541, -0.00289519, -0.00717437, 0.0228816, 0.0286413
0.00234194, -0.00678045, -0.0011576, 0.000399726, -0.000136036, 0.000156984, -0.000735876, -0.00661267, 1, 0.139958, -0.000131008, -0.0028673, 0.0121578, 0.515365
-0.00161006, 0.0070187, -0.00404055, -0.000938272, 0.000343605, -0.000338198, -0.00411623, 0.00684541, 0.139958, 1, 0.00124879, -0.00978781, -0.00288508, -0.471521
-0.00610704, -0.00284654, 0.00659377, -0.000822905, 0.000155914, -0.000183161, 0.00546219, -0.00289519, -0.000131008, 0.00124879, 1, 0.515646, -0.275717, 0.0161143
-0.0305114, -0.00606686, 0.0525474, -0.00456204, 0.00147129, -0.0013013, 0.0431738, -0.00717437, -0.0028673, -0.00978781, 0.515646, 1, 0.00223505, 0.0293541
0.00428583, 0.0232702, -0.00461539, -1.39127e-05, 0.000315302, -0.000321088, -0.00398197, 0.0228816, 0.0121578, -0.00288508, -0.275717, 0.00223505, 1, -0.00247788
0.0124612, 0.0289336, -0.00149037, 0.00142014, 9.76811e-06, 0.000162405, -0.00266909, 0.0286413, 0.515365, -0.471521, 0.0161143, 0.0293541, -0.00247788, 1
DJI_0286.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00238648, -0.000964536, -0.00598526, -0.0304892, 0.00424808, 0.012353
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00666366, 0.00702902, -0.00276715, -0.00609325, 0.02349, 0.0286546
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00109771, -0.00382438, 0.00635542, 0.0524577, -0.00462362, -0.0014895
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000500837, -0.000745721, -0.000808972, -0.00454863, 9.80322e-05, 0.00139512
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000213871, 0.000276958, 0.000153448, 0.00144615, 0.000166929, 2.46936e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000230132, -0.000286434, -0.000173168, -0.00125549, -0.000143666, 0.000145223
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000658845, -0.00387484, 0.00523224, 0.043066, -0.00401751, -0.0026569
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00659371, 0.00674452, -0.002814, -0.00719314, 0.0231146, 0.0283462
0.00238648, -0.00666366, -0.00109771, 0.000500837, -0.000213871, 0.000230132, -0.000658845, -0.00659371, 1, 0.136812, -0.000199429, -0.00307069, 0.0128227, 0.502177
-0.000964536, 0.00702902, -0.00382438, -0.000745721, 0.000276958, -0.000286434, -0.00387484, 0.00674452, 0.136812, 1, 0.00124128, -0.0103315, -0.00317424, -0.473161
-0.00598526, -0.00276715, 0.00635542, -0.000808972, 0.000153448, -0.000173168, 0.00523224, -0.002814, -0.000199429, 0.00124128, 1, 0.503072, -0.275549, 0.0156895
-0.0304892, -0.00609325, 0.0524577, -0.00454863, 0.00144615, -0.00125549, 0.043066, -0.00719314, -0.00307069, -0.0103315, 0.503072, 1, 0.00050513, 0.0292489
0.00424808, 0.02349, -0.00462362, 9.80322e-05, 0.000166929, -0.000143666, -0.00401751, 0.0231146, 0.0128227, -0.00317424, -0.275549, 0.00050513, 1, -0.00253655
0.012353, 0.0286546, -0.0014895, 0.00139512, 2.46936e-05, 0.000145223, -0.0026569, 0.0283462, 0.502177, -0.473161, 0.0156895, 0.0292489, -0.00253655, 1
DJI_0287.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00243589, -0.000302514, -0.0058795, -0.0304818, 0.00427593, 0.0122667
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00654394, 0.00704685, -0.00268707, -0.00605137, 0.023568, 0.028427
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00101589, -0.00360483, 0.00610719, 0.0523765, -0.00465111, -0.00148815
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000582994, -0.00052904, -0.000781527, -0.00453799, 0.000163786, 0.00141873
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000258576, 0.000191418, 0.000149239, 0.00145607, 0.000112741, -7.70522e-06
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.00026299, -0.000214032, -0.00017202, -0.00127129, -9.21339e-05, 0.00017889
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000566085, -0.00362103, 0.00499205, 0.0429682, -0.00406513, -0.00265032
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00657402, 0.00665631, -0.00273149, -0.00714434, 0.023198, 0.0281096
0.00243589, -0.00654394, -0.00101589, 0.000582994, -0.000258576, 0.00026299, -0.000566085, -0.00657402, 1, 0.133422, -0.000306121, -0.00337721, 0.0140782, 0.488484
-0.000302514, 0.00704685, -0.00360483, -0.00052904, 0.000191418, -0.000214032, -0.00362103, 0.00665631, 0.133422, 1, 0.00126122, -0.0113688, -0.00362733, -0.47439
-0.0058795, -0.00268707, 0.00610719, -0.000781527, 0.000149239, -0.00017202, 0.00499205, -0.00273149, -0.000306121, 0.00126122, 1, 0.488754, -0.276737, 0.0155449
-0.0304818, -0.00605137, 0.0523765, -0.00453799, 0.00145607, -0.00127129, 0.0429682, -0.00714434, -0.00337721, -0.0113688, 0.488754, 1, 0.000317514, 0.029803
0.00427593, 0.023568, -0.00465111, 0.000163786, 0.000112741, -9.21339e-05, -0.00406513, 0.023198, 0.0140782, -0.00362733, -0.276737, 0.000317514, 1, -0.00254364
0.0122667, 0.028427, -0.00148815, 0.00141873, -7.70522e-06, 0.00017889, -0.00265032, 0.0281096, 0.488484, -0.47439, 0.0155449, 0.029803, -0.00254364, 1
DJI_0288.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00262764, 0.0005972, -0.00567821, -0.0304792, 0.00428903, 0.012172
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00630998, 0.00701029, -0.00259784, -0.00615393, 0.023591, 0.0282782
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.000752557, -0.00303731, 0.00582609, 0.0523143, -0.00462814, -0.00159931
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000689039, -0.000231257, -0.000709541, -0.00447241, 6.4702e-05, 0.00136532
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000296653, 7.40326e-05, 0.000111746, 0.00141879, 0.000226015, 3.53106e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000291398, -0.000112402, -0.000138219, -0.00124445, -0.000197804, 0.000138423
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000293558, -0.00300258, 0.00471931, 0.0428612, -0.00411413, -0.00276542
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00652929, 0.00645425, -0.00265158, -0.00725897, 0.0232014, 0.0279245
0.00262764, -0.00630998, -0.000752557, 0.000689039, -0.000296653, 0.000291398, -0.000293558, -0.00652929, 1, 0.127289, -0.000233428, -0.00281893, 0.0123405, 0.467808
0.0005972, 0.00701029, -0.00303731, -0.000231257, 7.40326e-05, -0.000112402, -0.00300258, 0.00645425, 0.127289, 1, 0.00109656, -0.00990272, -0.0030717, -0.47229
-0.00567821, -0.00259784, 0.00582609, -0.000709541, 0.000111746, -0.000138219, 0.00471931, -0.00265158, -0.000233428, 0.00109656, 1, 0.466143, -0.274186, 0.0151037
-0.0304792, -0.00615393, 0.0523143, -0.00447241, 0.00141879, -0.00124445, 0.0428612, -0.00725897, -0.00281893, -0.00990272, 0.466143, 1, -0.000685427, 0.0303361
0.00428903, 0.023591, -0.00462814, 6.4702e-05, 0.000226015, -0.000197804, -0.00411413, 0.0232014, 0.0123405, -0.0030717, -0.274186, -0.000685427, 1, -0.00256259
0.012172, 0.0282782, -0.00159931, 0.00136532, 3.53106e-05, 0.000138423, -0.00276542, 0.0279245, 0.467808, -0.47229, 0.0151037, 0.0303361, -0.00256259, 1
DJI_0289.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00280653, 0.00110085, -0.00553451, -0.0304723, 0.00422604, 0.0121201
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00621819, 0.00703988, -0.00251852, -0.00628483, 0.023514, 0.0280907
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.000503118, -0.00272547, 0.00566315, 0.0523117, -0.0043851, -0.00167996
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000777186, -6.89275e-05, -0.000692297, -0.00450383, 2.011e-05, 0.00137673
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000341636, 3.21484e-05, 0.000116061, 0.00145583, 0.000210028, -3.83298e-06
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000327762, -9.13771e-05, -0.000148365, -0.0012922, -0.00016635, 0.000188363
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -1.86078e-05, -0.00266914, 0.00457405, 0.0428769, -0.00380299, -0.00285085
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00656342, 0.00637816, -0.00258258, -0.00738668, 0.0231343, 0.0277116
0.00280653, -0.00621819, -0.000503118, 0.000777186, -0.000341636, 0.000327762, -1.86078e-05, -0.00656342, 1, 0.123395, -0.000119924, -0.00217456, 0.010344, 0.456894
0.00110085, 0.00703988, -0.00272547, -6.89275e-05, 3.21484e-05, -9.13771e-05, -0.00266914, 0.00637816, 0.123395, 1, 0.000950659, -0.00821741, -0.00238706, -0.468395
-0.00553451, -0.00251852, 0.00566315, -0.000692297, 0.000116061, -0.000148365, 0.00457405, -0.00258258, -0.000119924, 0.000950659, 1, 0.452816, -0.270565, 0.0142026
-0.0304723, -0.00628483, 0.0523117, -0.00450383, 0.00145583, -0.0012922, 0.0428769, -0.00738668, -0.00217456, -0.00821741, 0.452816, 1, -0.000857122, 0.0292706
0.00422604, 0.023514, -0.0043851, 2.011e-05, 0.000210028, -0.00016635, -0.00380299, 0.0231343, 0.010344, -0.00238706, -0.270565, -0.000857122, 1, -0.00259181
0.0121201, 0.0280907, -0.00167996, 0.00137673, -3.83298e-06, 0.000188363, -0.00285085, 0.0277116, 0.456894, -0.468395, 0.0142026, 0.0292706, -0.00259181, 1
DJI_0290.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00315113, 0.00196689, -0.00527733, -0.0304786, 0.00421311, 0.0121055
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00592944, 0.00691303, -0.00240883, -0.00642171, 0.0236023, 0.0280301
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -9.91083e-05, -0.00212353, 0.00546109, 0.0524083, -0.00413288, -0.0018143
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000842649, 5.3969e-06, -0.000729111, -0.00464025, -9.94704e-05, 0.00137222
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000304938, 0.000113011, 0.000176531, 0.00158888, 0.000330264, 2.32757e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000274576, -0.000170041, -0.000205894, -0.00143205, -0.00030071, 0.000152419
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.000405627, -0.00201824, 0.00439088, 0.0429644, -0.00354644, -0.00300437
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00647702, 0.00605274, -0.00249297, -0.00751428, 0.023267, 0.0276104
0.00315113, -0.00592944, -9.91083e-05, 0.000842649, -0.000304938, 0.000274576, 0.000405627, -0.00647702, 1, 0.116805, 0.000154878, -0.000692093, 0.00564832, 0.437893
0.00196689, 0.00691303, -0.00212353, 5.3969e-06, 0.000113011, -0.000170041, -0.00201824, 0.00605274, 0.116805, 1, 0.00065255, -0.00426647, -0.000746553, -0.461444
-0.00527733, -0.00240883, 0.00546109, -0.000729111, 0.000176531, -0.000205894, 0.00439088, -0.00249297, 0.000154878, 0.00065255, 1, 0.430344, -0.264746, 0.0135561
-0.0304786, -0.00642171, 0.0524083, -0.00464025, 0.00158888, -0.00143205, 0.0429644, -0.00751428, -0.000692093, -0.00426647, 0.430344, 1, -0.00102895, 0.0293691
0.00421311, 0.0236023, -0.00413288, -9.94704e-05, 0.000330264, -0.00030071, -0.00354644, 0.023267, 0.00564832, -0.000746553, -0.264746, -0.00102895, 1, -0.00259742
0.0121055, 0.0280301, -0.0018143, 0.00137222, 2.32757e-05, 0.000152419, -0.00300437, 0.0276104, 0.437893, -0.461444, 0.0135561, 0.0293691, -0.00259742, 1
DJI_0291.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00339249, 0.00338525, -0.00485869, -0.0304739, 0.00397491, 0.0119259
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00527158, 0.00712802, -0.00208167, -0.00632924, 0.0235655, 0.0278381
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.000521763, -0.00114747, 0.00498263, 0.0523462, -0.00399016, -0.00184279
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000998985, 0.000439471, -0.00060801, -0.00453255, -4.47061e-05, 0.00129156
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000366638, -2.7413e-05, 9.97637e-05, 0.0014665, 0.000214811, 6.82362e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000320244, -6.57086e-05, -0.000129857, -0.00130089, -0.000157526, 0.000115542
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00107997, -0.000976734, 0.0039497, 0.0429048, -0.00338508, -0.00304593
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00609145, 0.00610306, -0.00217564, -0.00744003, 0.0231956, 0.0273643
0.00339249, -0.00527158, 0.000521763, 0.000998985, -0.000366638, 0.000320244, 0.00107997, -0.00609145, 1, 0.105181, 0.000463383, 0.00121398, -9.85942e-05, 0.3996
0.00338525, 0.00712802, -0.00114747, 0.000439471, -2.7413e-05, -6.57086e-05, -0.000976734, 0.00610306, 0.105181, 1, 0.00032039, 0.00071058, 0.00125482, -0.451665
-0.00485869, -0.00208167, 0.00498263, -0.00060801, 9.97637e-05, -0.000129857, 0.0039497, -0.00217564, 0.000463383, 0.00032039, 1, 0.390682, -0.257768, 0.0133105
-0.0304739, -0.00632924, 0.0523462, -0.00453255, 0.0014665, -0.00130089, 0.0429048, -0.00744003, 0.00121398, 0.00071058, 0.390682, 1, -0.00202507, 0.0318382
0.00397491, 0.0235655, -0.00399016, -4.47061e-05, 0.000214811, -0.000157526, -0.00338508, 0.0231956, -9.85942e-05, 0.00125482, -0.257768, -0.00202507, 1, -0.00268393
0.0119259, 0.0278381, -0.00184279, 0.00129156, 6.82362e-05, 0.000115542, -0.00304593, 0.0273643, 0.3996, -0.451665, 0.0133105, 0.0318382, -0.00268393, 1
DJI_0292.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00345473, 0.00484973, -0.00436734, -0.0304288, 0.00415127, 0.0118415
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00427042, 0.00737557, -0.00169437, -0.00620402, 0.0235703, 0.027709
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00112205, -8.81918e-05, 0.00428968, 0.0522945, -0.00407194, -0.00187939
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00121574, 0.00110604, -0.00045691, -0.00445968, 7.70355e-05, 0.00113813
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000441129, -0.000290934, 2.33532e-05, 0.00140669, 0.000131099, 0.000215704
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000350814, 0.000133814, -6.07526e-05, -0.00124376, -6.94421e-05, -4.46623e-05
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00182638, 0.000321579, 0.0033253, 0.0428969, -0.00336918, -0.00308765
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00541776, 0.00612935, -0.00178475, -0.00732013, 0.0232186, 0.0271843
0.00345473, -0.00427042, 0.00112205, 0.00121574, -0.000441129, 0.000350814, 0.00182638, -0.00541776, 1, 0.0895965, 0.000624721, 0.00273651, -0.00423905, 0.343563
0.00484973, 0.00737557, -8.81918e-05, 0.00110604, -0.000290934, 0.000133814, 0.000321579, 0.00612935, 0.0895965, 1, 4.59505e-05, 0.00447038, 0.0027019, -0.438849
-0.00436734, -0.00169437, 0.00428968, -0.00045691, 2.33532e-05, -6.07526e-05, 0.0033253, -0.00178475, 0.000624721, 4.59505e-05, 1, 0.336854, -0.25266, 0.0115603
-0.0304288, -0.00620402, 0.0522945, -0.00445968, 0.00140669, -0.00124376, 0.0428969, -0.00732013, 0.00273651, 0.00447038, 0.336854, 1, -0.00160214, 0.0318416
0.00415127, 0.0235703, -0.00407194, 7.70355e-05, 0.000131099, -6.94421e-05, -0.00336918, 0.0232186, -0.00423905, 0.0027019, -0.25266, -0.00160214, 1, -0.00271148
0.0118415, 0.027709, -0.00187939, 0.00113813, 0.000215704, -4.46623e-05, -0.00308765, 0.0271843, 0.343563, -0.438849, 0.0115603, 0.0318416, -0.00271148, 1
DJI_0293.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00335608, 0.00613951, -0.00385339, -0.030382, 0.00417294, 0.0115732
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00330421, 0.00772136, -0.00137391, -0.00637438, 0.0233919, 0.0271946
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, 0.00171037, 0.00093415, 0.00349131, 0.0521417, -0.00398491, -0.00189641
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.00142678, 0.00176826, -0.000272036, -0.00430091, 0.000106419, 0.000928793
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -0.000511001, -0.000514306, -6.77863e-05, 0.00128654, 0.000123425, 0.000376158
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000357033, 0.000258307, 1.44702e-05, -0.00113504, -8.26169e-05, -0.000190228
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, 0.00261529, 0.00169205, 0.00258139, 0.0427165, -0.00324108, -0.00310424
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00484395, 0.00616901, -0.00147008, -0.0074856, 0.0230144, 0.0266573
0.00335608, -0.00330421, 0.00171037, 0.00142678, -0.000511001, 0.000357033, 0.00261529, -0.00484395, 1, 0.0730212, 0.000716415, 0.00420206, -0.0079565, 0.280618
0.00613951, 0.00772136, 0.00093415, 0.00176826, -0.000514306, 0.000258307, 0.00169205, 0.00616901, 0.0730212, 1, -0.00021854, 0.00788764, 0.00408704, -0.420095
-0.00385339, -0.00137391, 0.00349131, -0.000272036, -6.77863e-05, 1.44702e-05, 0.00258139, -0.00147008, 0.000716415, -0.00021854, 1, 0.28232, -0.244141, 0.00991735
-0.030382, -0.00637438, 0.0521417, -0.00430091, 0.00128654, -0.00113504, 0.0427165, -0.0074856, 0.00420206, 0.00788764, 0.28232, 1, -0.0036335, 0.0323638
0.00417294, 0.0233919, -0.00398491, 0.000106419, 0.000123425, -8.26169e-05, -0.00324108, 0.0230144, -0.0079565, 0.00408704, -0.244141, -0.0036335, 1, -0.00282048
0.0115732, 0.0271946, -0.00189641, 0.000928793, 0.000376158, -0.000190228, -0.00310424, 0.0266573, 0.280618, -0.420095, 0.00991735, 0.0323638, -0.00282048, 1
DJI_0294.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
